NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;POWER;FANBOOST;
11;1;1;2:02.596;0;;1:11.932;0;18.405;0;32.259;0;94.6;2:02.596;09:42:02.596;1:11.932;0:18.405;0:32.259;;Lucas DI GRASSI;0:00:39.455;;A;ABT CUPRA FORMULA E TEAM;Mahindra Racing;;false;
11;1;2;1:10.332;0;;27.275;0;17.464;0;25.593;0;163.3;3:12.928;09:43:12.928;0:27.275;0:17.464;0:25.593;;Lucas DI GRASSI;;;A;ABT CUPRA FORMULA E TEAM;Mahindra Racing;;false;
11;1;3;1:10.195;0;;27.168;0;17.535;0;25.492;0;163.6;4:23.123;09:44:23.123;0:27.168;0:17.535;0:25.492;;Lucas DI GRASSI;;;A;ABT CUPRA FORMULA E TEAM;Mahindra Racing;;false;
11;1;4;3:15.556;0;B;28.607;0;17.882;0;2:29.067;0;58.7;7:38.679;09:47:38.679;0:28.607;0:17.882;2:29.067;;Lucas DI GRASSI;;;A;ABT CUPRA FORMULA E TEAM;Mahindra Racing;;false;
11;1;5;1:23.223;0;;35.061;0;17.749;0;30.413;0;138.0;9:01.902;09:49:01.902;0:35.061;0:17.749;0:30.413;;Lucas DI GRASSI;0:02:07.028;;A;ABT CUPRA FORMULA E TEAM;Mahindra Racing;;false;
11;1;6;1:09.942;2;;27.115;2;17.335;0;25.492;0;164.2;10:11.844;09:50:11.844;0:27.115;0:17.335;0:25.492;;Lucas DI GRASSI;;;A;ABT CUPRA FORMULA E TEAM;Mahindra Racing;;false;
11;1;7;1:29.581;0;;35.182;0;19.212;0;35.187;0;128.2;11:41.425;09:51:41.425;0:35.182;0:19.212;0:35.187;;Lucas DI GRASSI;;;A;ABT CUPRA FORMULA E TEAM;Mahindra Racing;;false;
11;1;8;1:09.973;0;;27.224;0;17.317;2;25.432;3;164.1;12:51.398;09:52:51.398;0:27.224;0:17.317;0:25.432;;Lucas DI GRASSI;;;A;ABT CUPRA FORMULA E TEAM;Mahindra Racing;;false;
16;1;1;1:36.520;0;;48.178;0;19.600;0;28.742;0;120.1;1:36.520;09:41:36.520;0:48.178;0:19.600;0:28.742;;Sébastien BUEMI;0:00:11.543;;A;Envision Racing;Jaguar;;false;
16;1;2;1:10.603;0;;27.431;0;17.531;0;25.641;0;162.7;2:47.123;09:42:47.123;0:27.431;0:17.531;0:25.641;;Sébastien BUEMI;;;A;Envision Racing;Jaguar;;false;
16;1;3;1:10.017;2;;27.027;2;17.437;0;25.553;0;164.0;3:57.140;09:43:57.140;0:27.027;0:17.437;0:25.553;;Sébastien BUEMI;;;A;Envision Racing;Jaguar;;false;
16;1;4;3:18.904;0;B;27.247;0;17.402;0;2:34.255;0;57.7;7:16.044;09:47:16.044;0:27.247;0:17.402;2:34.255;;Sébastien BUEMI;;;A;Envision Racing;Jaguar;;false;
16;1;5;1:22.329;0;;37.209;0;18.241;0;26.879;0;139.5;8:38.373;09:48:38.373;0:37.209;0:18.241;0:26.879;;Sébastien BUEMI;0:02:12.221;;A;Envision Racing;Jaguar;;false;
16;1;6;1:10.195;0;;27.146;0;17.484;0;25.565;0;163.6;9:48.568;09:49:48.568;0:27.146;0:17.484;0:25.565;;Sébastien BUEMI;;;A;Envision Racing;Jaguar;;false;
16;1;7;1:34.817;0;;33.829;0;29.172;0;31.816;0;121.1;11:23.385;09:51:23.385;0:33.829;0:29.172;0:31.816;;Sébastien BUEMI;;;A;Envision Racing;Jaguar;;false;
16;1;8;1:10.042;0;;27.163;0;17.387;2;25.492;2;164.0;12:33.427;09:52:33.427;0:27.163;0:17.387;0:25.492;;Sébastien BUEMI;;;A;Envision Racing;Jaguar;;false;
25;1;1;1:43.157;0;;53.610;0;19.005;0;30.542;0;112.4;1:43.157;09:41:43.157;0:53.610;0:19.005;0:30.542;;Jean-Éric VERGNE;0:00:19.131;;A;DS PENSKE;STELLANTIS;;false;
25;1;2;1:17.600;0;;29.660;0;18.937;0;29.003;0;148.0;3:00.757;09:43:00.757;0:29.660;0:18.937;0:29.003;;Jean-Éric VERGNE;;;A;DS PENSKE;STELLANTIS;;false;
25;1;3;1:10.525;0;;27.486;0;17.482;0;25.557;2;162.8;4:11.282;09:44:11.282;0:27.486;0:17.482;0:25.557;;Jean-Éric VERGNE;;;A;DS PENSKE;STELLANTIS;;false;
25;1;4;3:10.153;0;B;27.349;0;17.417;0;2:25.387;0;60.4;7:21.435;09:47:21.435;0:27.349;0:17.417;2:25.387;;Jean-Éric VERGNE;;;A;DS PENSKE;STELLANTIS;;false;
25;1;5;1:22.977;0;;36.070;0;18.645;0;28.262;0;138.4;8:44.412;09:48:44.412;0:36.070;0:18.645;0:28.262;;Jean-Éric VERGNE;0:02:05.509;;A;DS PENSKE;STELLANTIS;;false;
25;1;6;1:17.136;0;;28.383;0;18.073;0;30.680;0;148.9;10:01.548;09:50:01.548;0:28.383;0:18.073;0:30.680;;Jean-Éric VERGNE;;;A;DS PENSKE;STELLANTIS;;false;
25;1;7;1:30.876;0;;27.188;2;17.365;0;46.323;0;126.4;11:32.424;09:51:32.424;0:27.188;0:17.365;0:46.323;;Jean-Éric VERGNE;;;A;DS PENSKE;STELLANTIS;;false;
25;1;8;1:10.157;2;;27.240;0;17.345;2;25.572;0;163.7;12:42.581;09:52:42.581;0:27.240;0:17.345;0:25.572;;Jean-Éric VERGNE;;;A;DS PENSKE;STELLANTIS;;false;
3;1;1;1:44.717;0;;56.150;0;19.245;0;29.322;0;110.7;1:44.717;09:41:44.717;0:56.150;0:19.245;0:29.322;;Sérgio SETTE CÂMARA;0:00:22.254;;A;ERT Formula E Team;Electric Racing Technologies;;false;
3;1;2;1:20.667;0;;29.565;0;19.788;0;31.314;0;142.4;3:05.384;09:43:05.384;0:29.565;0:19.788;0:31.314;;Sérgio SETTE CÂMARA;;;A;ERT Formula E Team;Electric Racing Technologies;;false;
3;1;3;1:10.803;2;;27.467;0;17.515;0;25.821;0;162.2;4:16.187;09:44:16.187;0:27.467;0:17.515;0:25.821;;Sérgio SETTE CÂMARA;;;A;ERT Formula E Team;Electric Racing Technologies;;false;
3;1;4;1:10.098;0;;27.038;0;17.432;2;25.628;0;163.8;5:26.285;09:45:26.285;0:27.038;0:17.432;0:25.628;;Sérgio SETTE CÂMARA;;;A;ERT Formula E Team;Electric Racing Technologies;;false;
3;1;5;3:01.671;0;B;28.910;0;17.618;0;2:15.143;0;63.2;8:27.956;09:48:27.956;0:28.910;0:17.618;2:15.143;;Sérgio SETTE CÂMARA;;;A;ERT Formula E Team;Electric Racing Technologies;;false;
3;1;6;1:26.956;0;;39.528;0;18.962;0;28.466;0;132.1;9:54.912;09:49:54.912;0:39.528;0:18.962;0:28.466;;Sérgio SETTE CÂMARA;0:01:56.271;;A;ERT Formula E Team;Electric Racing Technologies;;false;
3;1;7;1:18.290;0;;29.696;0;18.570;0;30.024;0;146.7;11:13.202;09:51:13.202;0:29.696;0:18.570;0:30.024;;Sérgio SETTE CÂMARA;;;A;ERT Formula E Team;Electric Racing Technologies;;false;
3;1;8;1:09.849;0;;26.904;2;17.458;0;25.487;2;164.4;12:23.051;09:52:23.051;0:26.904;0:17.458;0:25.487;;Sérgio SETTE CÂMARA;;;A;ERT Formula E Team;Electric Racing Technologies;;false;
37;1;1;1:40.847;0;;49.635;0;19.515;0;31.697;0;115.0;1:40.847;09:41:40.847;0:49.635;0:19.515;0:31.697;;Nick CASSIDY;0:00:14.609;;A;Jaguar TCS Racing;Jaguar;;false;
37;1;2;1:14.609;0;;29.787;0;17.702;0;27.120;0;153.9;2:55.456;09:42:55.456;0:29.787;0:17.702;0:27.120;;Nick CASSIDY;;;A;Jaguar TCS Racing;Jaguar;;false;
37;1;3;1:10.092;0;;27.101;2;17.435;0;25.556;2;163.8;4:05.548;09:44:05.548;0:27.101;0:17.435;0:25.556;;Nick CASSIDY;;;A;Jaguar TCS Racing;Jaguar;;false;
37;1;4;3:04.749;0;B;27.905;0;18.214;0;2:18.630;0;62.2;7:10.297;09:47:10.297;0:27.905;0:18.214;2:18.630;;Nick CASSIDY;;;A;Jaguar TCS Racing;Jaguar;;false;
37;1;5;1:18.885;0;;35.408;0;17.690;0;25.787;0;145.6;8:29.182;09:48:29.182;0:35.408;0:17.690;0:25.787;;Nick CASSIDY;0:01:44.507;;A;Jaguar TCS Racing;Jaguar;;false;
37;1;6;1:10.144;0;;27.138;0;17.388;0;25.618;0;163.7;9:39.326;09:49:39.326;0:27.138;0:17.388;0:25.618;;Nick CASSIDY;;;A;Jaguar TCS Racing;Jaguar;;false;
37;1;7;1:26.634;0;;35.158;0;21.158;0;30.318;0;132.6;11:05.960;09:51:05.960;0:35.158;0:21.158;0:30.318;;Nick CASSIDY;;;A;Jaguar TCS Racing;Jaguar;;false;
37;1;8;1:10.036;2;;27.136;0;17.321;2;25.579;0;164.0;12:15.996;09:52:15.996;0:27.136;0:17.321;0:25.579;;Nick CASSIDY;;;A;Jaguar TCS Racing;Jaguar;;false;
48;1;1;1:48.911;0;;59.818;0;18.749;0;30.344;0;106.5;1:48.911;09:41:48.911;0:59.818;0:18.749;0:30.344;;Edoardo MORTARA;0:00:26.058;;A;MAHINDRA RACING;Mahindra Racing;;false;
48;1;2;1:18.374;0;;29.651;0;20.103;0;28.620;0;146.5;3:07.285;09:43:07.285;0:29.651;0:20.103;0:28.620;;Edoardo MORTARA;;;A;MAHINDRA RACING;Mahindra Racing;;false;
48;1;3;1:10.371;0;;27.214;0;17.599;0;25.558;2;163.2;4:17.656;09:44:17.656;0:27.214;0:17.599;0:25.558;;Edoardo MORTARA;;;A;MAHINDRA RACING;Mahindra Racing;;false;
48;1;4;3:22.971;0;B;27.059;2;17.268;0;2:38.644;0;56.6;7:40.627;09:47:40.627;0:27.059;0:17.268;2:38.644;;Edoardo MORTARA;;;A;MAHINDRA RACING;Mahindra Racing;;false;
48;1;5;1:22.342;0;;35.384;0;17.960;0;28.998;0;139.5;9:02.969;09:49:02.969;0:35.384;0:17.960;0:28.998;;Edoardo MORTARA;0:02:19.352;;A;MAHINDRA RACING;Mahindra Racing;;false;
48;1;6;1:12.111;0;;28.366;0;17.398;0;26.347;0;159.3;10:15.080;09:50:15.080;0:28.366;0:17.398;0:26.347;;Edoardo MORTARA;;;A;MAHINDRA RACING;Mahindra Racing;;false;
