NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;POWER;FANBOOST;
1;1;1;1:33.839;0;;36.933;0;28.798;0;28.108;0;75.6;1:33.839;12:21:33.839;0:36.933;0:28.798;0:28.108;;Jake DENNIS;0:00:11.486;;A;Andretti Formula E;Porsche;;false;
1;1;2;1:16.134;0;;26.697;0;26.453;0;22.984;0;98.4;2:49.973;12:22:49.973;0:26.697;0:26.453;0:22.984;;Jake DENNIS;;;A;Andretti Formula E;Porsche;;false;
1;1;3;1:15.308;0;;26.586;0;26.050;0;22.672;0;99.4;4:05.281;12:24:05.281;0:26.586;0:26.050;0:22.672;;Jake DENNIS;;;A;Andretti Formula E;Porsche;;false;
1;1;4;1:17.204;0;;26.399;0;27.093;0;23.712;0;97.0;5:22.485;12:25:22.485;0:26.399;0:27.093;0:23.712;;Jake DENNIS;;;A;Andretti Formula E;Porsche;;false;
1;1;5;1:12.882;0;;25.800;0;25.020;0;22.062;2;102.7;6:35.367;12:26:35.367;0:25.800;0:25.020;0:22.062;;Jake DENNIS;;;A;Andretti Formula E;Porsche;;false;
1;1;6;1:28.710;0;;26.732;0;33.994;0;27.984;0;84.4;8:04.077;12:28:04.077;0:26.732;0:33.994;0:27.984;;Jake DENNIS;;;A;Andretti Formula E;Porsche;;false;
1;1;7;1:11.897;0;;25.279;0;24.533;0;22.085;0;104.1;9:15.974;12:29:15.974;0:25.279;0:24.533;0:22.085;;Jake DENNIS;;;A;Andretti Formula E;Porsche;;false;
1;1;8;1:24.777;0;;29.681;0;30.136;0;24.960;0;88.3;10:40.751;12:30:40.751;0:29.681;0:30.136;0:24.960;;Jake DENNIS;;;A;Andretti Formula E;Porsche;;false;
1;1;9;1:17.129;0;;27.026;0;26.543;0;23.560;0;97.1;11:57.880;12:31:57.880;0:27.026;0:26.543;0:23.560;;Jake DENNIS;;;A;Andretti Formula E;Porsche;;false;
1;1;10;1:11.304;2;;25.053;2;24.133;2;22.118;0;105.0;13:09.184;12:33:09.184;0:25.053;0:24.133;0:22.118;;Jake DENNIS;;;A;Andretti Formula E;Porsche;;false;
16;1;1;1:26.626;0;;29.362;0;30.352;0;26.912;0;81.9;1:26.626;12:21:26.626;0:29.362;0:30.352;0:26.912;;Sébastien BUEMI;0:00:06.720;;A;Envision Racing;Jaguar;;false;
16;1;2;1:16.938;0;;26.673;0;27.347;0;22.918;0;97.3;2:43.564;12:22:43.564;0:26.673;0:27.347;0:22.918;;Sébastien BUEMI;;;A;Envision Racing;Jaguar;;false;
16;1;3;1:15.491;0;;26.550;0;26.449;0;22.492;0;99.2;3:59.055;12:23:59.055;0:26.550;0:26.449;0:22.492;;Sébastien BUEMI;;;A;Envision Racing;Jaguar;;false;
16;1;4;1:14.044;0;;26.128;0;25.640;0;22.276;0;101.1;5:13.099;12:25:13.099;0:26.128;0:25.640;0:22.276;;Sébastien BUEMI;;;A;Envision Racing;Jaguar;;false;
16;1;5;1:12.992;0;;25.941;0;24.906;0;22.145;0;102.6;6:26.091;12:26:26.091;0:25.941;0:24.906;0:22.145;;Sébastien BUEMI;;;A;Envision Racing;Jaguar;;false;
16;1;6;1:24.868;0;;32.217;0;26.941;0;25.710;0;88.2;7:50.959;12:27:50.959;0:32.217;0:26.941;0:25.710;;Sébastien BUEMI;;;A;Envision Racing;Jaguar;;false;
