TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;RAIN;
1706271603;26/01/2024 12:20:03;27,44;29,4;25,01;933,4;1,26;168;-999;
1706271663;26/01/2024 12:21:03;27,47;29,4;24,77;933,37;0,91;297;-999;
1706271723;26/01/2024 12:22:03;27,57;29,4;24,6;933,38;0,21;315;-999;
1706271783;26/01/2024 12:23:03;27,61;29,4;24,48;933,34;0,25;106;-999;
1706271843;26/01/2024 12:24:03;27,64;29,4;24,28;933,34;0,8;345;-999;
1706271903;26/01/2024 12:25:03;27,62;29,3;24,17;933,38;1,19;336;-999;
1706271963;26/01/2024 12:26:03;27,69;29,2;24,24;933,39;0,16;37;-999;
1706272023;26/01/2024 12:27:03;27,81;29,2;23,99;933,41;0,87;359;-999;
1706272083;26/01/2024 12:28:03;27,78;29,2;23,52;933,37;1,63;261;-999;
1706272143;26/01/2024 12:29:03;27,75;29,1;23,8;933,39;0,38;330;-999;
1706272203;26/01/2024 12:30:03;27,73;29,1;23,65;933,35;2,81;293;-999;
1706272263;26/01/2024 12:31:03;27,66;29,1;23,73;933,35;1,65;174;-999;
