TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;RAIN;
1713013500;13/04/2024 13:05:00;23,49;38,6;57,57;1023,13;2,03;13;-999;
1713013560;13/04/2024 13:06:00;23,56;38,5;57,86;1023,04;3,63;5;-999;
1713013620;13/04/2024 13:07:00;23,64;38,5;56,72;1023,09;2,24;6;-999;
1713013680;13/04/2024 13:08:00;23,56;38,3;57,33;1023,11;2,82;13;-999;
1713013740;13/04/2024 13:09:00;23,42;38,4;58,32;1023,04;3,64;358;-999;
1713013800;13/04/2024 13:10:00;23,3;38,4;57,68;1023,09;1,73;4;-999;
1713013860;13/04/2024 13:11:00;23,43;38,3;56,86;1023,03;3,61;7;-999;
1713013920;13/04/2024 13:12:00;23,22;38,2;57,19;1023,03;3,23;24;-999;
1713013980;13/04/2024 13:13:00;23,21;38,2;57,35;1023,05;1,92;4;-999;
1713014040;13/04/2024 13:14:00;23,23;38,1;57,59;1023,05;2,32;2;-999;
1713014100;13/04/2024 13:15:00;23,29;38,2;58,16;1023,02;3,17;2;-999;
1713014160;13/04/2024 13:16:00;23,29;38,2;58,43;1023,03;1,68;4;-999;
1713014220;13/04/2024 13:17:00;23,45;38,2;57,25;1023,01;2,02;15;-999;
1713014280;13/04/2024 13:18:00;23,4;38,2;56,51;1023,01;2,42;10;-999;
1713014340;13/04/2024 13:19:00;23,5;38,2;56,88;1023,01;1,09;11;-999;
1713014400;13/04/2024 13:20:00;23,61;38,1;56,69;1023;1,52;7;-999;
1713014460;13/04/2024 13:21:00;23,67;38,1;57,18;1022,98;2,36;0;-999;
1713014520;13/04/2024 13:22:00;23,77;38,1;56,83;1022,98;3,03;12;-999;
1713014580;13/04/2024 13:23:00;23,83;38;56,05;1022,98;1,65;5;-999;
1713014641;13/04/2024 13:24:01;23,84;38,1;55,42;1022,99;2,49;1;-999;
1713014701;13/04/2024 13:25:01;23,76;38;56,44;1022,98;3,44;9;-999;
1713014761;13/04/2024 13:26:01;23,69;38;56,43;1022,96;1,29;3;-999;
1713014821;13/04/2024 13:27:01;23,71;38;55,24;1022,95;1,51;14;-999;
1713014881;13/04/2024 13:28:01;23,59;38;56,75;1022,91;2,01;356;-999;
1713014941;13/04/2024 13:29:01;23,43;38;57,41;1022,92;1,63;2;-999;
1713015001;13/04/2024 13:30:01;23,46;38;56,36;1022,88;2,23;357;-999;
1713015061;13/04/2024 13:31:01;23,34;38;57,18;1022,87;2,3;11;-999;
1713015121;13/04/2024 13:32:01;23,43;38;55,3;1022,77;2,25;4;-999;
1713015181;13/04/2024 13:33:01;23,4;38;57,47;1022,85;1,77;0;-999;
1713015241;13/04/2024 13:34:01;23,4;38,1;58,33;1022,81;1,72;3;-999;
1713015301;13/04/2024 13:35:01;23,48;38,2;58,38;1022,82;3,23;5;-999;
1713015361;13/04/2024 13:36:01;23,59;38,1;57,5;1022,81;2,05;5;-999;
1713015421;13/04/2024 13:37:01;23,57;38,1;58,11;1022,8;1,48;16;-999;
1713015481;13/04/2024 13:38:01;23,76;38,1;57;1022,77;2,37;0;-999;
1713015541;13/04/2024 13:39:01;23,74;38;56,93;1022,8;1,69;15;-999;
1713015601;13/04/2024 13:40:01;23,77;38;56,13;1022,75;1,76;4;-999;
1713015661;13/04/2024 13:41:01;23,74;37,9;55,13;1022,74;2,23;6;-999;
1713015721;13/04/2024 13:42:01;23,64;38;55,99;1022,7;2,77;5;-999;
1713015781;13/04/2024 13:43:01;23,52;37,9;56,74;1022,61;1,92;6;-999;
1713015841;13/04/2024 13:44:01;23,49;37,9;56,98;1022,71;2,08;4;-999;
