NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;POWER;FANBOOST;ATTACK_MODE;
17;1;3;1:33.199;0;;28.572;0;27.108;0;37.519;0;115.9;4:53.177;15:41:53.177;0:28.572;0:27.108;0:37.519;;Norman NATO;;;B;Nissan Formula E Team;NISSAN;;false;false;
17;1;4;1:18.187;0;;21.920;0;24.300;0;31.967;0;138.2;6:11.364;15:43:11.364;0:21.920;0:24.300;0:31.967;;Norman NATO;;;B;Nissan Formula E Team;NISSAN;;false;false;
17;1;5;1:45.664;0;;30.724;0;35.139;0;39.801;0;102.2;7:57.028;15:44:57.028;0:30.724;0:35.139;0:39.801;;Norman NATO;;;B;Nissan Formula E Team;NISSAN;;false;false;
17;1;6;1:17.670;2;;21.867;2;24.214;0;31.589;2;139.1;9:14.698;15:46:14.698;0:21.867;0:24.214;0:31.589;;Norman NATO;;;B;Nissan Formula E Team;NISSAN;;false;false;
17;1;7;1:57.623;0;;29.506;0;40.853;0;47.264;0;91.8;11:12.321;15:48:12.321;0:29.506;0:40.853;0:47.264;;Norman NATO;;;B;Nissan Formula E Team;NISSAN;;false;false;
17;1;8;1:18.049;0;;21.901;0;24.028;2;32.120;0;138.4;12:30.370;15:49:30.370;0:21.901;0:24.028;0:32.120;;Norman NATO;;;B;Nissan Formula E Team;NISSAN;;false;false;
2;1;1;1:56.056;0;;50.002;0;29.513;0;36.541;0;93.1;1:56.056;15:38:56.056;0:50.002;0:29.513;0:36.541;;Stoffel VANDOORNE;0:00:21.106;;B;Maserati MSG Racing;STELLANTIS;;false;false;
2;1;2;1:26.406;0;;24.264;0;27.270;0;34.872;0;125.0;3:22.462;15:40:22.462;0:24.264;0:27.270;0:34.872;;Stoffel VANDOORNE;;;B;Maserati MSG Racing;STELLANTIS;;false;false;
2;1;3;1:22.734;0;;23.320;0;25.776;0;33.638;0;130.6;4:45.196;15:41:45.196;0:23.320;0:25.776;0:33.638;;Stoffel VANDOORNE;;;B;Maserati MSG Racing;STELLANTIS;;false;false;
2;1;4;1:17.815;0;;21.999;0;24.220;0;31.596;2;138.8;6:03.011;15:43:03.011;0:21.999;0:24.220;0:31.596;;Stoffel VANDOORNE;;;B;Maserati MSG Racing;STELLANTIS;;false;false;
2;1;5;1:35.328;0;;25.310;0;31.266;0;38.752;0;113.3;7:38.339;15:44:38.339;0:25.310;0:31.266;0:38.752;;Stoffel VANDOORNE;;;B;Maserati MSG Racing;STELLANTIS;;false;false;
2;1;6;1:17.736;2;;21.937;2;24.198;0;31.601;0;139.0;8:56.075;15:45:56.075;0:21.937;0:24.198;0:31.601;;Stoffel VANDOORNE;;;B;Maserati MSG Racing;STELLANTIS;;false;false;
2;1;7;1:59.021;0;;32.209;0;42.777;0;44.035;0;90.8;10:55.096;15:47:55.096;0:32.209;0:42.777;0:44.035;;Stoffel VANDOORNE;;;B;Maserati MSG Racing;STELLANTIS;;false;false;
2;1;8;1:17.776;0;;21.989;0;24.103;2;31.684;0;138.9;12:12.872;15:49:12.872;0:21.989;0:24.103;0:31.684;;Stoffel VANDOORNE;;;B;Maserati MSG Racing;STELLANTIS;;false;false;
22;1;1;2:03.693;0;;52.958;0;31.648;0;39.087;0;87.3;2:03.693;15:39:03.693;0:52.958;0:31.648;0:39.087;;Zane MALONEY;0:00:24.080;;B;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
22;1;2;1:26.448;0;;25.764;0;26.730;0;33.954;0;125.0;3:30.141;15:40:30.141;0:25.764;0:26.730;0:33.954;;Zane MALONEY;;;B;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
22;1;3;3:28.707;0;B;23.400;0;25.420;0;2:39.887;0;51.8;6:58.848;15:43:58.848;0:23.400;0:25.420;2:39.887;;Zane MALONEY;;;B;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
22;1;4;1:29.462;0;;30.895;0;24.813;0;33.754;0;120.8;8:28.310;15:45:28.310;0:30.895;0:24.813;0:33.754;;Zane MALONEY;0:02:18.292;;B;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
22;1;5;1:17.998;2;;21.990;2;24.181;2;31.827;2;138.5;9:46.308;15:46:46.308;0:21.990;0:24.181;0:31.827;;Zane MALONEY;;;B;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
22;1;6;1:50.577;0;;26.436;0;34.016;0;50.125;0;97.7;11:36.885;15:48:36.885;0:26.436;0:34.016;0:50.125;;Zane MALONEY;;;B;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
23;1;1;3:03.947;0;;2:01.619;0;27.344;0;34.984;0;58.7;3:03.947;15:40:03.947;2:01.619;0:27.344;0:34.984;;Oliver ROWLAND;0:01:34.608;;B;Nissan Formula E Team;NISSAN;;false;false;
23;1;2;1:20.952;0;;23.363;0;24.925;0;32.664;0;133.5;4:24.899;15:41:24.899;0:23.363;0:24.925;0:32.664;;Oliver ROWLAND;;;B;Nissan Formula E Team;NISSAN;;false;false;
23;1;3;1:22.029;0;;23.879;0;25.124;0;33.026;0;131.7;5:46.928;15:42:46.928;0:23.879;0:25.124;0:33.026;;Oliver ROWLAND;;;B;Nissan Formula E Team;NISSAN;;false;false;
23;1;4;1:17.650;0;;21.745;0;24.007;2;31.898;0;139.1;7:04.578;15:44:04.578;0:21.745;0:24.007;0:31.898;;Oliver ROWLAND;;;B;Nissan Formula E Team;NISSAN;;false;false;
23;1;5;1:43.640;0;;29.646;0;32.883;0;41.111;0;104.2;8:48.218;15:45:48.218;0:29.646;0:32.883;0:41.111;;Oliver ROWLAND;;;B;Nissan Formula E Team;NISSAN;;false;false;
23;1;6;1:30.723;0;;25.714;0;27.909;0;37.100;0;119.1;10:18.941;15:47:18.941;0:25.714;0:27.909;0:37.100;;Oliver ROWLAND;;;B;Nissan Formula E Team;NISSAN;;false;false;
23;1;7;1:29.197;0;;25.262;0;29.036;0;34.899;0;121.1;11:48.138;15:48:48.138;0:25.262;0:29.036;0:34.899;;Oliver ROWLAND;;;B;Nissan Formula E Team;NISSAN;;false;false;
23;1;8;1:17.182;3;;21.667;3;24.020;0;31.495;3;140.0;13:05.320;15:50:05.320;0:21.667;0:24.020;0:31.495;;Oliver ROWLAND;;;B;Nissan Formula E Team;NISSAN;;false;false;
25;1;1;1:51.442;0;;42.190;0;30.902;0;38.350;0;96.9;1:51.442;15:38:51.442;0:42.190;0:30.902;0:38.350;;Jean-Éric VERGNE;0:00:12.831;;B;DS PENSKE;STELLANTIS;;false;false;
25;1;2;1:27.149;0;;24.899;0;27.440;0;34.810;0;124.0;3:18.591;15:40:18.591;0:24.899;0:27.440;0:34.810;;Jean-Éric VERGNE;;;B;DS PENSKE;STELLANTIS;;false;false;
25;1;3;3:25.314;0;B;22.550;0;27.547;0;2:35.217;0;52.6;6:43.905;15:43:43.905;0:22.550;0:27.547;2:35.217;;Jean-Éric VERGNE;;;B;DS PENSKE;STELLANTIS;;false;false;
25;1;4;1:39.419;0;;32.990;0;26.932;0;39.497;0;108.7;8:23.324;15:45:23.324;0:32.990;0:26.932;0:39.497;;Jean-Éric VERGNE;0:02:12.951;;B;DS PENSKE;STELLANTIS;;false;false;
25;1;5;1:17.549;2;;21.975;0;24.037;2;31.537;2;139.3;9:40.873;15:46:40.873;0:21.975;0:24.037;0:31.537;;Jean-Éric VERGNE;;;B;DS PENSKE;STELLANTIS;;false;false;
25;1;6;1:50.613;0;;29.107;0;35.197;0;46.309;0;97.7;11:31.486;15:48:31.486;0:29.107;0:35.197;0:46.309;;Jean-Éric VERGNE;;;B;DS PENSKE;STELLANTIS;;false;false;
25;1;7;1:20.398;0;;21.968;2;24.116;0;34.314;0;134.4;12:51.884;15:49:51.884;0:21.968;0:24.116;0:34.314;;Jean-Éric VERGNE;;;B;DS PENSKE;STELLANTIS;;false;false;
27;1;1;2:20.723;0;;1:15.108;0;28.357;0;37.258;0;76.8;2:20.723;15:39:20.723;1:15.108;0:28.357;0:37.258;;Jake DENNIS;0:00:45.093;;B;Andretti Formula E;PORSCHE;;false;false;
27;1;2;1:29.662;0;;24.920;0;26.178;0;38.564;0;120.5;3:50.385;15:40:50.385;0:24.920;0:26.178;0:38.564;;Jake DENNIS;;;B;Andretti Formula E;PORSCHE;;false;false;
27;1;3;1:17.933;0;;22.117;0;24.151;0;31.665;2;138.6;5:08.318;15:42:08.318;0:22.117;0:24.151;0:31.665;;Jake DENNIS;;;B;Andretti Formula E;PORSCHE;;false;false;
27;1;4;1:44.018;0;;31.624;0;33.524;0;38.870;0;103.9;6:52.336;15:43:52.336;0:31.624;0:33.524;0:38.870;;Jake DENNIS;;;B;Andretti Formula E;PORSCHE;;false;false;
27;1;5;1:17.775;2;;22.034;0;23.991;2;31.750;0;138.9;8:10.111;15:45:10.111;0:22.034;0:23.991;0:31.750;;Jake DENNIS;;;B;Andretti Formula E;PORSCHE;;false;false;
27;1;6;1:48.166;0;;31.509;0;36.323;0;40.334;0;99.9;9:58.277;15:46:58.277;0:31.509;0:36.323;0:40.334;;Jake DENNIS;;;B;Andretti Formula E;PORSCHE;;false;false;
27;1;7;1:44.181;0;;27.608;0;30.590;0;45.983;0;103.7;11:42.458;15:48:42.458;0:27.608;0:30.590;0:45.983;;Jake DENNIS;;;B;Andretti Formula E;PORSCHE;;false;false;
3;1;1;2:12.914;0;;1:00.051;0;31.584;0;41.279;0;81.3;2:12.914;15:39:12.914;1:00.051;0:31.584;0:41.279;;David BECKMANN;0:00:27.860;;B;Cupra Kiro;PORSCHE;;false;false;
3;1;2;1:30.646;0;;26.015;0;28.373;0;36.258;0;119.2;3:43.560;15:40:43.560;0:26.015;0:28.373;0:36.258;;David BECKMANN;;;B;Cupra Kiro;PORSCHE;;false;false;
3;1;3;1:28.366;0;;24.419;0;26.606;0;37.341;0;122.3;5:11.926;15:42:11.926;0:24.419;0:26.606;0:37.341;;David BECKMANN;;;B;Cupra Kiro;PORSCHE;;false;false;
3;1;4;1:22.864;0;;23.893;0;25.377;0;33.594;0;130.4;6:34.790;15:43:34.790;0:23.893;0:25.377;0:33.594;;David BECKMANN;;;B;Cupra Kiro;PORSCHE;;false;false;
3;1;5;1:31.396;0;;22.021;0;27.510;0;41.865;0;118.2;8:06.186;15:45:06.186;0:22.021;0:27.510;0:41.865;;David BECKMANN;;;B;Cupra Kiro;PORSCHE;;false;false;
3;1;6;1:17.880;0;;21.967;2;24.220;0;31.693;2;138.7;9:24.066;15:46:24.066;0:21.967;0:24.220;0:31.693;;David BECKMANN;;;B;Cupra Kiro;PORSCHE;;false;false;
3;1;7;1:55.757;0;;28.702;0;40.618;0;46.437;0;93.3;11:19.823;15:48:19.823;0:28.702;0:40.618;0:46.437;;David BECKMANN;;;B;Cupra Kiro;PORSCHE;;false;false;
3;1;8;1:17.801;2;;22.026;0;23.987;2;31.788;0;138.9;12:37.624;15:49:37.624;0:22.026;0:23.987;0:31.788;;David BECKMANN;;;B;Cupra Kiro;PORSCHE;;false;false;
33;1;1;2:09.688;0;;56.433;0;31.702;0;41.553;0;83.3;2:09.688;15:39:09.688;0:56.433;0:31.702;0:41.553;;Dan TICKTUM;0:00:26.248;;B;Cupra Kiro;PORSCHE;;false;false;
33;1;2;1:29.608;0;;26.343;0;27.133;0;36.132;0;120.6;3:39.296;15:40:39.296;0:26.343;0:27.133;0:36.132;;Dan TICKTUM;;;B;Cupra Kiro;PORSCHE;;false;false;
33;1;3;1:27.668;0;;25.138;0;27.773;0;34.757;0;123.2;5:06.964;15:42:06.964;0:25.138;0:27.773;0:34.757;;Dan TICKTUM;;;B;Cupra Kiro;PORSCHE;;false;false;
33;1;4;1:17.793;0;;21.937;0;24.164;0;31.692;2;138.9;6:24.757;15:43:24.757;0:21.937;0:24.164;0:31.692;;Dan TICKTUM;;;B;Cupra Kiro;PORSCHE;;false;false;
33;1;5;1:37.935;0;;28.644;0;31.066;0;38.225;0;110.3;8:02.692;15:45:02.692;0:28.644;0:31.066;0:38.225;;Dan TICKTUM;;;B;Cupra Kiro;PORSCHE;;false;false;
33;1;6;1:17.506;2;;21.756;2;24.042;2;31.708;0;139.4;9:20.198;15:46:20.198;0:21.756;0:24.042;0:31.708;;Dan TICKTUM;;;B;Cupra Kiro;PORSCHE;;false;false;
33;1;7;1:55.937;0;;29.928;0;39.012;0;46.997;0;93.2;11:16.135;15:48:16.135;0:29.928;0:39.012;0:46.997;;Dan TICKTUM;;;B;Cupra Kiro;PORSCHE;;false;false;
33;1;8;1:17.897;0;;21.975;0;24.122;0;31.800;0;138.7;12:34.032;15:49:34.032;0:21.975;0:24.122;0:31.800;;Dan TICKTUM;;;B;Cupra Kiro;PORSCHE;;false;false;
55;1;1;1:57.068;0;;50.791;0;29.703;0;36.574;0;92.3;1:57.068;15:38:57.068;0:50.791;0:29.703;0:36.574;;Jake HUGHES;0:00:22.043;;B;Maserati MSG Racing;STELLANTIS;;false;false;
55;1;2;1:26.622;0;;24.048;0;27.450;0;35.124;0;124.7;3:23.690;15:40:23.690;0:24.048;0:27.450;0:35.124;;Jake HUGHES;;;B;Maserati MSG Racing;STELLANTIS;;false;false;
55;1;3;1:23.455;0;;23.235;0;25.891;0;34.329;0;129.5;4:47.145;15:41:47.145;0:23.235;0:25.891;0:34.329;;Jake HUGHES;;;B;Maserati MSG Racing;STELLANTIS;;false;false;
55;1;4;1:19.380;0;;22.286;0;24.656;0;32.438;0;136.1;6:06.525;15:43:06.525;0:22.286;0:24.656;0:32.438;;Jake HUGHES;;;B;Maserati MSG Racing;STELLANTIS;;false;false;
55;1;5;1:34.289;0;;26.241;0;30.203;0;37.845;0;114.6;7:40.814;15:44:40.814;0:26.241;0:30.203;0:37.845;;Jake HUGHES;;;B;Maserati MSG Racing;STELLANTIS;;false;false;
55;1;6;1:17.568;0;;21.825;2;23.964;0;31.779;0;139.3;8:58.382;15:45:58.382;0:21.825;0:23.964;0:31.779;;Jake HUGHES;;;B;Maserati MSG Racing;STELLANTIS;;false;false;
55;1;7;1:32.431;0;;25.467;0;31.030;0;35.934;0;116.9;10:30.813;15:47:30.813;0:25.467;0:31.030;0:35.934;;Jake HUGHES;;;B;Maserati MSG Racing;STELLANTIS;;false;false;
55;1;8;1:25.016;0;;25.414;0;26.177;0;33.425;0;127.1;11:55.829;15:48:55.829;0:25.414;0:26.177;0:33.425;;Jake HUGHES;;;B;Maserati MSG Racing;STELLANTIS;;false;false;
55;1;9;1:17.456;2;;21.928;0;23.852;3;31.676;2;139.5;13:13.285;15:50:13.285;0:21.928;0:23.852;0:31.676;;Jake HUGHES;;;B;Maserati MSG Racing;STELLANTIS;;false;false;
