TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;RAIN;
1706375266;27/01/2024 17:07:46;19,31;18,9;31,28;939,81;0,58;354;-999;
1706375326;27/01/2024 17:08:46;19,3;18,9;31,36;939,79;1,09;347;-999;
1706375386;27/01/2024 17:09:46;19,38;18,8;31,33;939,8;0,72;323;-999;
1706375446;27/01/2024 17:10:46;19,37;18,8;31,46;939,81;1,03;327;-999;
1706375506;27/01/2024 17:11:46;19,37;18,8;31,39;939,8;2,07;339;-999;
1706375566;27/01/2024 17:12:46;19,42;18,8;31,37;939,8;0,53;355;-999;
1706375626;27/01/2024 17:13:46;19,37;18,8;31,33;939,81;0,71;346;-999;
1706375686;27/01/2024 17:14:46;19,42;18,8;31,27;939,81;0,89;336;-999;
1706375746;27/01/2024 17:15:46;19,42;18,8;31,3;939,83;1,34;337;-999;
1706375806;27/01/2024 17:16:46;19,51;18,7;31,19;939,87;1,82;344;-999;
1706375866;27/01/2024 17:17:46;19,51;18,7;31,19;939,87;1;329;-999;
1706375926;27/01/2024 17:18:46;19,48;18,7;31,21;939,89;0,14;6;-999;
1706375986;27/01/2024 17:19:46;19,47;18,7;31,22;939,91;0,43;303;-999;
1706376046;27/01/2024 17:20:46;19,55;18,7;31,29;939,91;0,82;291;-999;
1706376106;27/01/2024 17:21:46;19,44;18,7;31,26;939,94;1,13;347;-999;
1706376166;27/01/2024 17:22:46;19,49;18,7;31,24;939,95;1,94;356;-999;
1706376226;27/01/2024 17:23:46;19,51;18,7;31,22;939,96;1,38;329;-999;
1706376286;27/01/2024 17:24:46;19,47;18,7;31,01;939,98;0,57;346;-999;
1706376346;27/01/2024 17:25:46;19,54;18,6;31,15;939,98;1,12;343;-999;
1706376406;27/01/2024 17:26:46;19,51;18,6;31,01;939,97;1,29;337;-999;
1706376466;27/01/2024 17:27:46;19,55;18,6;31,22;939,98;1,27;342;-999;
1706376526;27/01/2024 17:28:46;19,55;18,6;31,16;939,99;1,78;340;-999;
1706376586;27/01/2024 17:29:46;19,55;18,6;31,09;939,99;1,3;348;-999;
1706376646;27/01/2024 17:30:46;19,57;18,6;31,24;940,03;0,43;314;-999;
1706376706;27/01/2024 17:31:46;19,52;18,6;31,17;940,06;1,14;335;-999;
1706376766;27/01/2024 17:32:46;19,59;18,6;31,18;940,08;1,3;333;-999;
1706376827;27/01/2024 17:33:47;19,59;18,6;31,24;940,11;1,28;337;-999;
1706376887;27/01/2024 17:34:47;19,59;18,5;31,23;940,09;1,48;349;-999;
1706376947;27/01/2024 17:35:47;19,59;18,6;31,13;940,1;1,19;326;-999;
1706377007;27/01/2024 17:36:47;19,61;18,5;31,1;940,07;1,23;333;-999;
1706377067;27/01/2024 17:37:47;19,57;18,5;31,19;940,06;0,83;319;-999;
1706377127;27/01/2024 17:38:47;19,58;18,5;31,23;940,06;1,25;337;-999;
1706377187;27/01/2024 17:39:47;19,59;18,5;31,24;940,05;2,32;336;-999;
1706377247;27/01/2024 17:40:47;19,59;18,5;31,17;940,03;1,95;340;-999;
1706377307;27/01/2024 17:41:47;19,58;18,5;31,31;940,06;1,38;327;-999;
1706377367;27/01/2024 17:42:47;19,58;18,5;31,18;940,08;1,88;333;-999;
1706377427;27/01/2024 17:43:47;19,59;18,5;31,24;940,12;0,29;306;-999;
1706377487;27/01/2024 17:44:47;19,55;18,5;31,27;940,14;1,74;333;-999;
1706377547;27/01/2024 17:45:47;19,58;18,5;31,26;940,14;1,4;340;-999;
1706377607;27/01/2024 17:46:47;19,62;18,5;31,33;940,15;1,63;350;-999;
1706377667;27/01/2024 17:47:47;19,57;18,5;31,27;940,15;1,16;330;-999;
1706377727;27/01/2024 17:48:47;19,59;18,5;31,23;940,14;0,84;301;-999;
1706377787;27/01/2024 17:49:47;19,55;18,5;31,24;940,11;1,23;327;-999;
1706377847;27/01/2024 17:50:47;19,58;18,5;31,23;940,14;1,26;332;-999;
