NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;POWER;FANBOOST;ATTACK_MODE;
1;1;11;1:24.093;0;;23.860;0;25.919;0;34.314;0;128.5;15:44.174;20:22:13.252;0:23.860;0:25.919;0:34.314;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;12;1:22.991;0;;23.329;0;25.767;0;33.895;0;130.2;17:07.165;20:23:36.243;0:23.329;0:25.767;0:33.895;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;13;1:23.368;0;;23.725;0;25.536;0;34.107;0;129.6;18:30.533;20:24:59.611;0:23.725;0:25.536;0:34.107;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;14;1:25.112;0;;23.804;0;26.137;0;35.171;0;126.9;19:55.645;20:26:24.723;0:23.804;0:26.137;0:35.171;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;15;1:24.019;0;;23.320;0;25.762;0;34.937;0;128.6;21:19.664;20:27:48.742;0:23.320;0:25.762;0:34.937;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;16;1:22.672;0;;23.459;0;25.489;0;33.724;0;130.7;22:42.336;20:29:11.414;0:23.459;0:25.489;0:33.724;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;17;1:21.677;0;;23.576;0;25.386;0;32.715;0;132.3;24:04.013;20:30:33.091;0:23.576;0:25.386;0:32.715;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;18;1:20.396;0;;22.727;0;24.908;0;32.761;0;134.4;25:24.409;20:31:53.487;0:22.727;0:24.908;0:32.761;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;19;1:21.118;0;;22.859;0;24.857;0;33.402;0;133.2;26:45.527;20:33:14.605;0:22.859;0:24.857;0:33.402;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;20;1:21.566;0;;23.012;0;25.219;0;33.335;0;132.5;28:07.093;20:34:36.171;0:23.012;0:25.219;0:33.335;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;21;1:21.732;0;;22.860;0;25.175;0;33.697;0;132.2;29:28.825;20:35:57.903;0:22.860;0:25.175;0:33.697;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;22;1:22.135;0;;22.876;0;25.236;0;34.023;0;131.5;30:50.960;20:37:20.038;0:22.876;0:25.236;0:34.023;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;23;1:21.523;0;;22.772;0;25.235;0;33.516;0;132.5;32:12.483;20:38:41.561;0:22.772;0:25.235;0:33.516;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;24;1:22.126;0;;23.139;0;25.250;0;33.737;0;131.5;33:34.609;20:40:03.687;0:23.139;0:25.250;0:33.737;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;25;1:21.233;0;;22.768;0;25.406;0;33.059;0;133.0;34:55.842;20:41:24.920;0:22.768;0:25.406;0:33.059;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;26;1:20.485;0;;22.631;0;24.866;0;32.988;0;134.2;36:16.327;20:42:45.405;0:22.631;0:24.866;0:32.988;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;27;1:20.128;0;;22.688;0;24.866;0;32.574;0;134.8;37:36.455;20:44:05.533;0:22.688;0:24.866;0:32.574;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;true;
1;1;28;1:19.115;0;;22.267;2;24.691;0;32.157;0;136.6;38:55.570;20:45:24.648;0:22.267;0:24.691;0:32.157;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;true;
1;1;29;1:18.692;2;;22.494;0;24.118;2;32.080;2;137.3;40:14.262;20:46:43.340;0:22.494;0:24.118;0:32.080;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;true;
1;1;30;1:21.246;0;;22.582;0;25.283;0;33.381;0;133.0;41:35.508;20:48:04.586;0:22.582;0:25.283;0:33.381;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;true;
1;1;31;1:21.221;0;;23.082;0;25.272;0;32.867;0;133.0;42:56.729;20:49:25.807;0:23.082;0:25.272;0:32.867;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
11;1;1;1:37.754;0;;33.160;0;28.514;0;36.080;0;110.5;1:37.754;20:08:06.832;0:33.160;0:28.514;0:36.080;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;2;1:26.546;0;;23.850;0;26.325;0;36.371;0;124.8;3:04.300;20:09:33.378;0:23.850;0:26.325;0:36.371;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;3;1:25.743;0;;23.674;0;26.442;0;35.627;0;126.0;4:30.043;20:10:59.121;0:23.674;0:26.442;0:35.627;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;true;
11;1;4;1:24.446;0;;22.676;0;27.003;0;34.767;0;127.9;5:54.489;20:12:23.567;0:22.676;0:27.003;0:34.767;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;true;
11;1;5;1:24.007;0;;23.546;0;26.505;0;33.956;0;128.6;7:18.496;20:13:47.574;0:23.546;0:26.505;0:33.956;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;true;
11;1;6;1:24.458;0;;23.512;0;25.885;0;35.061;0;127.9;8:42.954;20:15:12.032;0:23.512;0:25.885;0:35.061;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;true;
11;1;7;1:25.856;0;;24.495;0;27.006;0;34.355;0;125.8;10:08.810;20:16:37.888;0:24.495;0:27.006;0:34.355;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;8;1:23.539;0;;23.557;0;25.951;0;34.031;0;129.3;11:32.349;20:18:01.427;0:23.557;0:25.951;0:34.031;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;9;1:24.938;0;;23.825;0;26.759;0;34.354;0;127.2;12:57.287;20:19:26.365;0:23.825;0:26.759;0:34.354;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;10;1:25.021;0;;23.824;0;26.568;0;34.629;0;127.1;14:22.308;20:20:51.386;0:23.824;0:26.568;0:34.629;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;11;1:23.622;0;;23.117;0;26.249;0;34.256;0;129.2;15:45.930;20:22:15.008;0:23.117;0:26.249;0:34.256;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;12;1:23.424;0;;23.491;0;25.589;0;34.344;0;129.5;17:09.354;20:23:38.432;0:23.491;0:25.589;0:34.344;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;13;1:22.966;0;;23.072;0;25.699;0;34.195;0;130.2;18:32.320;20:25:01.398;0:23.072;0:25.699;0:34.195;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;14;1:24.102;0;;23.034;0;25.862;0;35.206;0;128.5;19:56.422;20:26:25.500;0:23.034;0:25.862;0:35.206;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;15;1:23.705;0;;23.377;0;25.925;0;34.403;0;129.1;21:20.127;20:27:49.205;0:23.377;0:25.925;0:34.403;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;16;1:22.737;0;;23.331;0;25.643;0;33.763;0;130.6;22:42.864;20:29:11.942;0:23.331;0:25.643;0:33.763;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;17;1:22.238;0;;23.405;0;25.523;0;33.310;0;131.4;24:05.102;20:30:34.180;0:23.405;0:25.523;0:33.310;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;18;1:21.263;0;;22.730;0;25.108;0;33.425;0;132.9;25:26.365;20:31:55.443;0:22.730;0:25.108;0:33.425;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;19;1:21.564;0;;22.951;0;25.120;0;33.493;0;132.5;26:47.929;20:33:17.007;0:22.951;0:25.120;0:33.493;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;20;1:21.649;0;;22.974;0;25.217;0;33.458;0;132.3;28:09.578;20:34:38.656;0:22.974;0:25.217;0:33.458;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;21;1:21.534;0;;23.013;0;25.217;0;33.304;0;132.5;29:31.112;20:36:00.190;0:23.013;0:25.217;0:33.304;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;22;1:22.082;0;;22.911;0;25.119;0;34.052;0;131.6;30:53.194;20:37:22.272;0:22.911;0:25.119;0:34.052;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;true;
11;1;23;1:19.309;2;;22.161;2;24.449;2;32.699;0;136.2;32:12.503;20:38:41.581;0:22.161;0:24.449;0:32.699;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;true;
11;1;24;1:20.343;0;;22.672;0;25.051;0;32.620;2;134.5;33:32.846;20:40:01.924;0:22.672;0:25.051;0:32.620;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;true;
11;1;25;1:21.069;0;;22.666;0;24.829;0;33.574;0;133.3;34:53.915;20:41:22.993;0:22.666;0:24.829;0:33.574;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;true;
11;1;26;1:22.014;0;;23.159;0;25.391;0;33.464;0;131.7;36:15.929;20:42:45.007;0:23.159;0:25.391;0:33.464;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;27;1:20.536;0;;22.662;0;24.844;0;33.030;0;134.1;37:36.465;20:44:05.543;0:22.662;0:24.844;0:33.030;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;28;1:22.721;0;;23.605;0;25.592;0;33.524;0;130.6;38:59.186;20:45:28.264;0:23.605;0:25.592;0:33.524;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;29;1:22.959;0;;23.282;0;25.835;0;33.842;0;130.2;40:22.145;20:46:51.223;0:23.282;0:25.835;0:33.842;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;30;1:22.090;0;;23.372;0;25.362;0;33.356;0;131.6;41:44.235;20:48:13.313;0:23.372;0:25.362;0:33.356;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;31;1:23.938;0;;23.172;0;25.930;0;34.836;0;128.7;43:08.173;20:49:37.251;0:23.172;0:25.930;0:34.836;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
13;1;1;2:21.568;0;B;33.835;0;37.074;2;1:10.659;0;76.3;2:21.568;20:08:50.646;0:33.835;0:37.074;1:10.659;;António Félix DA COSTA;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
16;1;1;1:36.155;0;;32.229;0;28.076;0;35.850;0;112.4;1:36.155;20:08:05.233;0:32.229;0:28.076;0:35.850;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;2;1:26.874;0;;23.955;0;26.368;0;36.551;0;124.4;3:03.029;20:09:32.107;0:23.955;0:26.368;0:36.551;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;3;1:26.091;0;;23.362;0;26.674;0;36.055;0;125.5;4:29.120;20:10:58.198;0:23.362;0:26.674;0:36.055;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;4;1:26.861;0;;23.330;0;27.369;0;36.162;0;124.4;5:55.981;20:12:25.059;0:23.330;0:27.369;0:36.162;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;5;1:26.486;0;;23.386;0;27.185;0;35.915;0;124.9;7:22.467;20:13:51.545;0:23.386;0:27.185;0:35.915;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;6;1:26.758;0;;22.987;0;25.957;0;37.814;0;124.5;8:49.225;20:15:18.303;0:22.987;0:25.957;0:37.814;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;7;1:24.629;0;;23.341;0;26.072;0;35.216;0;127.7;10:13.854;20:16:42.932;0:23.341;0:26.072;0:35.216;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;8;1:24.023;0;;23.361;0;26.052;0;34.610;0;128.6;11:37.877;20:18:06.955;0:23.361;0:26.052;0:34.610;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;9;1:47.932;0;B;23.257;0;25.980;0;58.695;0;100.1;13:25.809;20:19:54.887;0:23.257;0:25.980;0:58.695;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;10;1:30.961;0;;29.514;0;26.510;0;34.937;0;118.8;14:56.770;20:21:25.848;0:29.514;0:26.510;0:34.937;;Sébastien BUEMI;0:00:36.101;;;Envision Racing;JAGUAR;;false;false;
16;1;11;1:26.979;0;;24.175;0;26.932;0;35.872;0;124.2;16:23.749;20:22:52.827;0:24.175;0:26.932;0:35.872;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;12;1:26.750;0;;24.556;0;26.648;0;35.546;0;124.5;17:50.499;20:24:19.577;0:24.556;0:26.648;0:35.546;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;13;1:29.389;0;;25.085;0;27.632;0;36.672;0;120.9;19:19.888;20:25:48.966;0:25.085;0:27.632;0:36.672;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;14;1:28.215;0;;25.351;0;27.100;0;35.764;0;122.5;20:48.103;20:27:17.181;0:25.351;0:27.100;0:35.764;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;15;1:27.826;0;;25.024;0;27.134;0;35.668;0;123.0;22:15.929;20:28:45.007;0:25.024;0:27.134;0:35.668;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;16;1:27.258;0;;24.973;0;26.934;0;35.351;0;123.8;23:43.187;20:30:12.265;0:24.973;0:26.934;0:35.351;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;17;1:24.994;0;;23.974;0;26.861;0;34.159;0;127.1;25:08.181;20:31:37.259;0:23.974;0:26.861;0:34.159;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;18;1:22.410;0;;23.808;0;25.396;0;33.206;0;131.1;26:30.591;20:32:59.669;0:23.808;0:25.396;0:33.206;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;19;1:25.060;0;;23.283;0;26.809;0;34.968;0;127.0;27:55.651;20:34:24.729;0:23.283;0:26.809;0:34.968;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;20;1:21.313;0;;22.735;0;25.349;0;33.229;0;132.9;29:16.964;20:35:46.042;0:22.735;0:25.349;0:33.229;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;21;1:22.959;0;;23.467;0;25.811;0;33.681;0;130.2;30:39.923;20:37:09.001;0:23.467;0:25.811;0:33.681;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;22;1:23.525;0;;23.240;0;25.561;0;34.724;0;129.3;32:03.448;20:38:32.526;0:23.240;0:25.561;0:34.724;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;true;
16;1;23;1:21.251;0;;23.115;0;25.565;0;32.571;0;133.0;33:24.699;20:39:53.777;0:23.115;0:25.565;0:32.571;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;true;
16;1;24;1:20.634;0;;22.840;0;25.171;0;32.623;0;134.0;34:45.333;20:41:14.411;0:22.840;0:25.171;0:32.623;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;true;
16;1;25;1:20.447;0;;22.529;0;25.122;0;32.796;0;134.3;36:05.780;20:42:34.858;0:22.529;0:25.122;0:32.796;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;26;1:19.528;0;;22.384;0;24.854;0;32.290;0;135.8;37:25.308;20:43:54.386;0:22.384;0:24.854;0:32.290;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;true;
16;1;27;1:18.500;2;;22.094;2;24.484;0;31.922;2;137.6;38:43.808;20:45:12.886;0:22.094;0:24.484;0:31.922;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;true;
16;1;28;1:18.920;0;;22.404;0;24.473;2;32.043;0;136.9;40:02.728;20:46:31.806;0:22.404;0:24.473;0:32.043;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;true;
16;1;29;1:19.326;0;;22.258;0;24.652;0;32.416;0;136.2;41:22.054;20:47:51.132;0:22.258;0:24.652;0:32.416;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;true;
16;1;30;1:19.615;0;;22.529;0;24.668;0;32.418;0;135.7;42:41.669;20:49:10.747;0:22.529;0:24.668;0:32.418;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;true;
16;1;31;1:22.144;0;;22.806;0;25.669;0;33.669;0;131.5;44:03.813;20:50:32.891;0:22.806;0:25.669;0:33.669;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;true;
17;1;1;1:33.776;0;;30.726;0;27.333;0;35.717;0;115.2;1:33.776;20:08:02.854;0:30.726;0:27.333;0:35.717;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;2;1:27.120;0;;24.191;0;27.342;0;35.587;0;124.0;3:00.896;20:09:29.974;0:24.191;0:27.342;0:35.587;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;3;1:26.703;0;;23.852;0;26.943;0;35.908;0;124.6;4:27.599;20:10:56.677;0:23.852;0:26.943;0:35.908;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;4;1:27.863;0;;23.870;0;27.627;0;36.366;0;123.0;5:55.462;20:12:24.540;0:23.870;0:27.627;0:36.366;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;5;1:26.536;0;;23.451;0;27.324;0;35.761;0;124.8;7:21.998;20:13:51.076;0:23.451;0:27.324;0:35.761;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;6;1:25.520;0;;22.942;0;25.847;0;36.731;0;126.3;8:47.518;20:15:16.596;0:22.942;0:25.847;0:36.731;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;7;1:24.904;0;;22.889;0;26.850;0;35.165;0;127.2;10:12.422;20:16:41.500;0:22.889;0:26.850;0:35.165;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;8;1:23.422;0;;22.758;0;26.004;0;34.660;0;129.5;11:35.844;20:18:04.922;0:22.758;0:26.004;0:34.660;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;9;1:23.687;0;;22.961;0;26.346;0;34.380;0;129.1;12:59.531;20:19:28.609;0:22.961;0:26.346;0:34.380;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;10;1:24.969;0;;23.209;0;26.143;0;35.617;0;127.1;14:24.500;20:20:53.578;0:23.209;0:26.143;0:35.617;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;11;1:23.958;0;;23.049;0;25.848;0;35.061;0;128.7;15:48.458;20:22:17.536;0:23.049;0:25.848;0:35.061;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;12;1:23.371;0;;22.635;0;25.380;0;35.356;0;129.6;17:11.829;20:23:40.907;0:22.635;0:25.380;0:35.356;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;13;1:23.441;0;;23.199;0;25.354;0;34.888;0;129.5;18:35.270;20:25:04.348;0:23.199;0:25.354;0:34.888;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;true;
17;1;14;1:24.146;0;;22.869;0;25.657;0;35.620;0;128.4;19:59.416;20:26:28.494;0:22.869;0:25.657;0:35.620;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;true;
17;1;15;1:22.539;0;;22.455;0;25.794;0;34.290;0;130.9;21:21.955;20:27:51.033;0:22.455;0:25.794;0:34.290;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;true;
17;1;16;1:21.881;0;;22.593;0;25.014;0;34.274;0;131.9;22:43.836;20:29:12.914;0:22.593;0:25.014;0:34.274;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;true;
17;1;17;1:21.932;0;;22.956;0;25.531;0;33.445;0;131.9;24:05.768;20:30:34.846;0:22.956;0:25.531;0:33.445;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;18;1:21.287;0;;23.289;0;25.220;0;32.778;0;132.9;25:27.055;20:31:56.133;0:23.289;0:25.220;0:32.778;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;19;1:21.209;0;;22.826;0;24.951;0;33.432;0;133.0;26:48.264;20:33:17.342;0:22.826;0:24.951;0:33.432;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;20;1:21.772;0;;23.023;0;25.199;0;33.550;0;132.1;28:10.036;20:34:39.114;0:23.023;0:25.199;0:33.550;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;21;1:21.522;0;;23.030;0;25.046;0;33.446;0;132.5;29:31.558;20:36:00.636;0:23.030;0:25.046;0:33.446;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;22;1:22.659;0;;23.027;0;26.068;0;33.564;0;130.7;30:54.217;20:37:23.295;0:23.027;0:26.068;0:33.564;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;23;1:22.287;0;;23.194;0;25.378;0;33.715;0;131.3;32:16.504;20:38:45.582;0:23.194;0:25.378;0:33.715;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;24;1:21.441;0;;22.927;0;25.048;0;33.466;0;132.7;33:37.945;20:40:07.023;0:22.927;0:25.048;0:33.466;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;false;
17;1;25;1:21.697;0;;22.775;0;25.063;0;33.859;0;132.2;34:59.642;20:41:28.720;0:22.775;0:25.063;0:33.859;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;true;
17;1;26;1:19.105;2;;22.196;2;24.672;2;32.237;2;136.6;36:18.747;20:42:47.825;0:22.196;0:24.672;0:32.237;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;true;
17;1;27;1:20.634;0;;22.849;0;25.002;0;32.783;0;134.0;37:39.381;20:44:08.459;0:22.849;0:25.002;0:32.783;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;true;
17;1;28;1:21.520;0;;22.719;0;25.020;0;33.781;0;132.5;39:00.901;20:45:29.979;0:22.719;0:25.020;0:33.781;;Norman NATO;;;;Nissan Formula E Team;NISSAN;;false;true;
