NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;POWER;FANBOOST;ATTACK_MODE;
22;1;4;1:18.298;0;;22.203;0;24.157;2;31.938;2;138.0;6:43.374;15:26:43.374;0:22.203;0:24.157;0:31.938;;Zane MALONEY;;;A;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
22;1;5;1:41.361;0;;26.356;0;32.222;0;42.783;0;106.6;8:24.735;15:28:24.735;0:26.356;0:32.222;0:42.783;;Zane MALONEY;;;A;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
22;1;6;1:18.246;2;;22.107;0;24.198;0;31.941;0;138.1;9:42.981;15:29:42.981;0:22.107;0:24.198;0:31.941;;Zane MALONEY;;;A;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
22;1;7;1:52.881;0;;32.795;0;35.415;0;44.671;0;95.7;11:35.862;15:31:35.862;0:32.795;0:35.415;0:44.671;;Zane MALONEY;;;A;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
22;1;8;1:19.117;0;;22.059;2;24.996;0;32.062;0;136.6;12:54.979;15:32:54.979;0:22.059;0:24.996;0:32.062;;Zane MALONEY;;;A;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
23;1;1;2:54.017;0;;1:47.924;0;28.876;0;37.217;0;62.1;2:54.017;15:22:54.017;1:47.924;0:28.876;0:37.217;;Oliver ROWLAND;0:01:18.600;;A;Nissan Formula E Team;NISSAN;;false;false;
23;1;2;1:28.031;0;;24.650;0;26.715;0;36.666;0;122.7;4:22.048;15:24:22.048;0:24.650;0:26.715;0:36.666;;Oliver ROWLAND;;;A;Nissan Formula E Team;NISSAN;;false;false;
23;1;3;1:23.886;0;;24.096;0;26.177;0;33.613;0;128.8;5:45.934;15:25:45.934;0:24.096;0:26.177;0:33.613;;Oliver ROWLAND;;;A;Nissan Formula E Team;NISSAN;;false;false;
23;1;4;1:23.084;0;;23.220;0;26.731;0;33.133;0;130.0;7:09.018;15:27:09.018;0:23.220;0:26.731;0:33.133;;Oliver ROWLAND;;;A;Nissan Formula E Team;NISSAN;;false;false;
23;1;5;1:17.196;0;;21.635;2;24.034;0;31.527;0;140.0;8:26.214;15:28:26.214;0:21.635;0:24.034;0:31.527;;Oliver ROWLAND;;;A;Nissan Formula E Team;NISSAN;;false;false;
23;1;6;1:43.689;0;;29.926;0;32.907;0;40.856;0;104.2;10:09.903;15:30:09.903;0:29.926;0:32.907;0:40.856;;Oliver ROWLAND;;;A;Nissan Formula E Team;NISSAN;;false;false;
23;1;7;1:35.412;0;;27.050;0;28.532;0;39.830;0;113.2;11:45.315;15:31:45.315;0:27.050;0:28.532;0:39.830;;Oliver ROWLAND;;;A;Nissan Formula E Team;NISSAN;;false;false;
23;1;8;1:17.115;2;;21.712;0;23.925;2;31.478;2;140.1;13:02.430;15:33:02.430;0:21.712;0:23.925;0:31.478;;Oliver ROWLAND;;;A;Nissan Formula E Team;NISSAN;;false;false;
27;1;1;3:26.145;0;;2:15.744;0;30.428;0;39.973;0;52.4;3:26.145;15:23:26.145;2:15.744;0:30.428;0:39.973;;Jake DENNIS;0:01:46.223;;A;Andretti Formula E;PORSCHE;;false;false;
27;1;2;1:32.488;0;;25.478;0;29.603;0;37.407;0;116.8;4:58.633;15:24:58.633;0:25.478;0:29.603;0:37.407;;Jake DENNIS;;;A;Andretti Formula E;PORSCHE;;false;false;
27;1;3;1:28.586;0;;24.369;0;26.445;0;37.772;0;122.0;6:27.219;15:26:27.219;0:24.369;0:26.445;0:37.772;;Jake DENNIS;;;A;Andretti Formula E;PORSCHE;;false;false;
27;1;4;1:18.422;0;;22.087;0;24.478;0;31.857;0;137.8;7:45.641;15:27:45.641;0:22.087;0:24.478;0:31.857;;Jake DENNIS;;;A;Andretti Formula E;PORSCHE;;false;false;
27;1;5;1:49.296;0;;30.322;0;35.110;0;43.864;0;98.8;9:34.937;15:29:34.937;0:30.322;0:35.110;0:43.864;;Jake DENNIS;;;A;Andretti Formula E;PORSCHE;;false;false;
27;1;6;1:33.982;0;;27.984;0;29.758;0;36.240;0;115.0;11:08.919;15:31:08.919;0:27.984;0:29.758;0:36.240;;Jake DENNIS;;;A;Andretti Formula E;PORSCHE;;false;false;
27;1;7;1:17.481;2;;21.800;2;23.987;2;31.694;2;139.4;12:26.400;15:32:26.400;0:21.800;0:23.987;0:31.694;;Jake DENNIS;;;A;Andretti Formula E;PORSCHE;;false;false;
3;1;1;2:15.676;0;;59.250;0;33.099;0;43.327;0;79.6;2:15.676;15:22:15.676;0:59.250;0:33.099;0:43.327;;David BECKMANN;0:00:25.104;;A;Cupra Kiro;PORSCHE;;false;false;
3;1;2;1:35.670;0;;27.878;0;29.829;0;37.963;0;112.9;3:51.346;15:23:51.346;0:27.878;0:29.829;0:37.963;;David BECKMANN;;;A;Cupra Kiro;PORSCHE;;false;false;
3;1;3;1:28.889;0;;25.538;0;27.582;0;35.769;0;121.5;5:20.235;15:25:20.235;0:25.538;0:27.582;0:35.769;;David BECKMANN;;;A;Cupra Kiro;PORSCHE;;false;false;
3;1;4;1:29.741;0;;24.304;0;28.761;0;36.676;0;120.4;6:49.976;15:26:49.976;0:24.304;0:28.761;0:36.676;;David BECKMANN;;;A;Cupra Kiro;PORSCHE;;false;false;
3;1;5;1:17.759;0;;21.922;0;24.090;0;31.747;0;138.9;8:07.735;15:28:07.735;0:21.922;0:24.090;0:31.747;;David BECKMANN;;;A;Cupra Kiro;PORSCHE;;false;false;
3;1;6;1:46.133;0;;29.723;0;35.381;0;41.029;0;101.8;9:53.868;15:29:53.868;0:29.723;0:35.381;0:41.029;;David BECKMANN;;;A;Cupra Kiro;PORSCHE;;false;false;
3;1;7;1:34.707;0;;26.611;0;30.065;0;38.031;0;114.1;11:28.575;15:31:28.575;0:26.611;0:30.065;0:38.031;;David BECKMANN;;;A;Cupra Kiro;PORSCHE;;false;false;
3;1;8;1:17.267;2;;21.794;2;23.876;3;31.597;2;139.8;12:45.842;15:32:45.842;0:21.794;0:23.876;0:31.597;;David BECKMANN;;;A;Cupra Kiro;PORSCHE;;false;false;
33;1;1;2:14.792;0;;57.912;0;34.018;0;42.862;0;80.2;2:14.792;15:22:14.792;0:57.912;0:34.018;0:42.862;;Dan TICKTUM;0:00:23.681;;A;Cupra Kiro;PORSCHE;;false;false;
33;1;2;1:35.609;0;;27.613;0;29.126;0;38.870;0;113.0;3:50.401;15:23:50.401;0:27.613;0:29.126;0:38.870;;Dan TICKTUM;;;A;Cupra Kiro;PORSCHE;;false;false;
33;1;3;1:28.755;0;;25.568;0;26.768;0;36.419;0;121.7;5:19.156;15:25:19.156;0:25.568;0:26.768;0:36.419;;Dan TICKTUM;;;A;Cupra Kiro;PORSCHE;;false;false;
33;1;4;1:27.147;0;;24.019;0;25.712;0;37.416;0;124.0;6:46.303;15:26:46.303;0:24.019;0:25.712;0:37.416;;Dan TICKTUM;;;A;Cupra Kiro;PORSCHE;;false;false;
33;1;5;1:17.614;0;;21.938;0;24.053;0;31.623;0;139.2;8:03.917;15:28:03.917;0:21.938;0:24.053;0:31.623;;Dan TICKTUM;;;A;Cupra Kiro;PORSCHE;;false;false;
33;1;6;1:41.582;0;;31.139;0;31.774;0;38.669;0;106.4;9:45.499;15:29:45.499;0:31.139;0:31.774;0:38.669;;Dan TICKTUM;;;A;Cupra Kiro;PORSCHE;;false;false;
33;1;7;1:40.232;0;;28.820;0;31.362;0;40.050;0;107.8;11:25.731;15:31:25.731;0:28.820;0:31.362;0:40.050;;Dan TICKTUM;;;A;Cupra Kiro;PORSCHE;;false;false;
33;1;8;1:17.240;2;;21.730;2;23.955;2;31.555;2;139.9;12:42.971;15:32:42.971;0:21.730;0:23.955;0:31.555;;Dan TICKTUM;;;A;Cupra Kiro;PORSCHE;;false;false;
37;1;1;2:02.620;0;;49.025;0;33.364;0;40.231;0;88.1;2:02.620;15:22:02.620;0:49.025;0:33.364;0:40.231;;Nick CASSIDY;0:00:16.625;;A;Jaguar TCS Racing;JAGUAR;;false;false;
37;1;2;1:31.877;0;;26.465;0;28.006;0;37.406;0;117.6;3:34.497;15:23:34.497;0:26.465;0:28.006;0:37.406;;Nick CASSIDY;;;A;Jaguar TCS Racing;JAGUAR;;false;false;
37;1;3;1:31.275;0;;26.056;0;27.385;0;37.834;0;118.4;5:05.772;15:25:05.772;0:26.056;0:27.385;0:37.834;;Nick CASSIDY;;;A;Jaguar TCS Racing;JAGUAR;;false;false;
37;1;4;1:18.370;0;;22.121;0;24.347;0;31.902;0;137.9;6:24.142;15:26:24.142;0:22.121;0:24.347;0:31.902;;Nick CASSIDY;;;A;Jaguar TCS Racing;JAGUAR;;false;false;
37;1;5;1:55.982;0;;32.174;0;38.903;0;44.905;0;93.1;8:20.124;15:28:20.124;0:32.174;0:38.903;0:44.905;;Nick CASSIDY;;;A;Jaguar TCS Racing;JAGUAR;;false;false;
37;1;6;1:17.594;0;;21.947;0;24.111;0;31.536;2;139.2;9:37.718;15:29:37.718;0:21.947;0:24.111;0:31.536;;Nick CASSIDY;;;A;Jaguar TCS Racing;JAGUAR;;false;false;
37;1;7;2:02.418;0;;40.785;0;43.447;0;38.186;0;88.3;11:40.136;15:31:40.136;0:40.785;0:43.447;0:38.186;;Nick CASSIDY;;;A;Jaguar TCS Racing;JAGUAR;;false;false;
37;1;8;1:17.479;2;;21.855;2;24.053;2;31.571;0;139.4;12:57.615;15:32:57.615;0:21.855;0:24.053;0:31.571;;Nick CASSIDY;;;A;Jaguar TCS Racing;JAGUAR;;false;false;
7;1;1;1:56.580;0;;50.166;0;29.494;0;36.920;0;92.7;1:56.580;15:21:56.580;0:50.166;0:29.494;0:36.920;;Maximilian GÜNTHER;0:00:22.025;;A;DS PENSKE;STELLANTIS;;false;false;
7;1;2;1:27.393;0;;25.585;0;26.864;0;34.944;0;123.6;3:23.973;15:23:23.973;0:25.585;0:26.864;0:34.944;;Maximilian GÜNTHER;;;A;DS PENSKE;STELLANTIS;;false;false;
7;1;3;1:22.204;0;;23.071;0;25.431;0;33.702;0;131.4;4:46.177;15:24:46.177;0:23.071;0:25.431;0:33.702;;Maximilian GÜNTHER;;;A;DS PENSKE;STELLANTIS;;false;false;
7;1;4;1:23.756;0;;23.135;0;26.184;0;34.437;0;129.0;6:09.933;15:26:09.933;0:23.135;0:26.184;0:34.437;;Maximilian GÜNTHER;;;A;DS PENSKE;STELLANTIS;;false;false;
7;1;5;1:17.194;2;;21.679;2;24.202;0;31.313;3;140.0;7:27.127;15:27:27.127;0:21.679;0:24.202;0:31.313;;Maximilian GÜNTHER;;;A;DS PENSKE;STELLANTIS;;false;false;
7;1;6;1:36.507;0;;25.108;0;30.928;0;40.471;0;111.9;9:03.634;15:29:03.634;0:25.108;0:30.928;0:40.471;;Maximilian GÜNTHER;;;A;DS PENSKE;STELLANTIS;;false;false;
7;1;7;1:32.316;0;;25.476;0;29.752;0;37.088;0;117.0;10:35.950;15:30:35.950;0:25.476;0:29.752;0:37.088;;Maximilian GÜNTHER;;;A;DS PENSKE;STELLANTIS;;false;false;
7;1;8;1:17.450;0;;21.859;0;23.999;2;31.592;0;139.5;11:53.400;15:31:53.400;0:21.859;0:23.999;0:31.592;;Maximilian GÜNTHER;;;A;DS PENSKE;STELLANTIS;;false;false;
7;1;9;1:17.898;0;;21.707;0;24.337;0;31.854;0;138.7;13:11.298;15:33:11.298;0:21.707;0:24.337;0:31.854;;Maximilian GÜNTHER;;;A;DS PENSKE;STELLANTIS;;false;false;
8;1;1;1:55.967;0;;46.695;0;30.079;0;39.193;0;93.2;1:55.967;15:21:55.967;0:46.695;0:30.079;0:39.193;;Sam BIRD;0:00:18.509;;A;NEOM McLaren Formula E Team;NISSAN;;false;false;
8;1;2;1:26.888;0;;25.852;0;26.939;0;34.097;0;124.3;3:22.855;15:23:22.855;0:25.852;0:26.939;0:34.097;;Sam BIRD;;;A;NEOM McLaren Formula E Team;NISSAN;;false;false;
8;1;3;1:17.880;0;;22.107;0;24.048;0;31.725;0;138.7;4:40.735;15:24:40.735;0:22.107;0:24.048;0:31.725;;Sam BIRD;;;A;NEOM McLaren Formula E Team;NISSAN;;false;false;
8;1;4;1:51.600;0;;29.774;0;41.612;0;40.214;0;96.8;6:32.335;15:26:32.335;0:29.774;0:41.612;0:40.214;;Sam BIRD;;;A;NEOM McLaren Formula E Team;NISSAN;;false;false;
8;1;5;1:17.423;0;;21.825;0;23.953;2;31.645;0;139.5;7:49.758;15:27:49.758;0:21.825;0:23.953;0:31.645;;Sam BIRD;;;A;NEOM McLaren Formula E Team;NISSAN;;false;false;
8;1;6;1:50.545;0;;30.208;0;34.436;0;45.901;0;97.7;9:40.303;15:29:40.303;0:30.208;0:34.436;0:45.901;;Sam BIRD;;;A;NEOM McLaren Formula E Team;NISSAN;;false;false;
8;1;7;1:35.409;0;;25.670;0;31.241;0;38.498;0;113.2;11:15.712;15:31:15.712;0:25.670;0:31.241;0:38.498;;Sam BIRD;;;A;NEOM McLaren Formula E Team;NISSAN;;false;false;
8;1;8;1:17.196;2;;21.701;2;23.975;0;31.520;2;140.0;12:32.908;15:32:32.908;0:21.701;0:23.975;0:31.520;;Sam BIRD;;;A;NEOM McLaren Formula E Team;NISSAN;;false;false;
9;1;1;2:13.695;0;;1:00.656;0;33.113;0;39.926;0;80.8;2:13.695;15:22:13.695;1:00.656;0:33.113;0:39.926;;Mitch EVANS;0:00:29.832;;A;Jaguar TCS Racing;JAGUAR;;false;false;
9;1;2;1:31.258;0;;25.851;0;29.073;0;36.334;0;118.4;3:44.953;15:23:44.953;0:25.851;0:29.073;0:36.334;;Mitch EVANS;;;A;Jaguar TCS Racing;JAGUAR;;false;false;
9;1;3;1:28.071;0;;25.199;0;27.960;0;34.912;0;122.7;5:13.024;15:25:13.024;0:25.199;0:27.960;0:34.912;;Mitch EVANS;;;A;Jaguar TCS Racing;JAGUAR;;false;false;
9;1;4;1:25.330;0;;23.355;0;26.732;0;35.243;0;126.6;6:38.354;15:26:38.354;0:23.355;0:26.732;0:35.243;;Mitch EVANS;;;A;Jaguar TCS Racing;JAGUAR;;false;false;
9;1;5;1:17.411;0;;21.812;2;23.990;2;31.609;0;139.6;7:55.765;15:27:55.765;0:21.812;0:23.990;0:31.609;;Mitch EVANS;;;A;Jaguar TCS Racing;JAGUAR;;false;false;
9;1;6;1:40.582;0;;26.290;0;34.093;0;40.199;0;107.4;9:36.347;15:29:36.347;0:26.290;0:34.093;0:40.199;;Mitch EVANS;;;A;Jaguar TCS Racing;JAGUAR;;false;false;
9;1;7;1:26.802;0;;25.085;0;28.352;0;33.365;0;124.5;11:03.149;15:31:03.149;0:25.085;0:28.352;0:33.365;;Mitch EVANS;;;A;Jaguar TCS Racing;JAGUAR;;false;false;
9;1;8;1:17.300;2;;21.825;0;23.993;0;31.482;2;139.8;12:20.449;15:32:20.449;0:21.825;0:23.993;0:31.482;;Mitch EVANS;;;A;Jaguar TCS Racing;JAGUAR;;false;false;
