NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;POWER;FANBOOST;
11;1;1;2:01.652;0;;1:02.734;0;29.096;0;29.822;0;84.7;2:01.652;10:22:01.652;1:02.734;0:29.096;0:29.822;;Lucas DI GRASSI;0:00:30.482;;A;ABT CUPRA FORMULA E TEAM;Mahindra Racing;;false;
11;1;2;1:14.545;0;;25.394;0;23.995;0;25.156;2;147.3;3:16.197;10:23:16.197;0:25.394;0:23.995;0:25.156;;Lucas DI GRASSI;;;A;ABT CUPRA FORMULA E TEAM;Mahindra Racing;;false;
11;1;3;1:14.453;0;;25.204;2;23.874;0;25.375;0;147.5;4:30.650;10:24:30.650;0:25.204;0:23.874;0:25.375;;Lucas DI GRASSI;;;A;ABT CUPRA FORMULA E TEAM;Mahindra Racing;;false;
11;1;4;1:16.542;0;B;25.732;0;23.803;2;27.007;0;143.5;5:47.192;10:25:47.192;0:25.732;0:23.803;0:27.007;;Lucas DI GRASSI;;;A;ABT CUPRA FORMULA E TEAM;Mahindra Racing;;false;
11;1;5;3:02.668;0;;2:07.769;0;27.699;0;27.200;0;60.1;8:49.860;10:28:49.860;2:07.769;0:27.699;0:27.200;;Lucas DI GRASSI;0:01:46.216;;A;ABT CUPRA FORMULA E TEAM;Mahindra Racing;;false;
11;1;6;1:14.437;0;;25.285;0;23.907;0;25.245;0;147.6;10:04.297;10:30:04.297;0:25.285;0:23.907;0:25.245;;Lucas DI GRASSI;;;A;ABT CUPRA FORMULA E TEAM;Mahindra Racing;;false;
11;1;7;1:32.325;0;;31.281;0;28.318;0;32.726;0;119.0;11:36.622;10:31:36.622;0:31.281;0:28.318;0:32.726;;Lucas DI GRASSI;;;A;ABT CUPRA FORMULA E TEAM;Mahindra Racing;;false;
11;1;8;1:14.384;2;;25.243;0;23.937;0;25.204;0;147.7;12:51.006;10:32:51.006;0:25.243;0:23.937;0:25.204;;Lucas DI GRASSI;;;A;ABT CUPRA FORMULA E TEAM;Mahindra Racing;;false;
16;1;1;1:26.939;0;;31.842;0;26.046;0;29.051;0;118.5;1:26.939;10:21:26.939;0:31.842;0:26.046;0:29.051;;Sébastien BUEMI;0:00:06.761;;A;Envision Racing;Jaguar;;false;
16;1;2;1:14.879;0;;25.557;0;23.882;0;25.440;0;146.7;2:41.818;10:22:41.818;0:25.557;0:23.882;0:25.440;;Sébastien BUEMI;;;A;Envision Racing;Jaguar;;false;
16;1;3;1:16.830;0;B;25.221;0;23.777;2;27.832;0;143.0;3:58.648;10:23:58.648;0:25.221;0:23.777;0:27.832;;Sébastien BUEMI;;;A;Envision Racing;Jaguar;;false;
16;1;4;3:07.236;0;;2:13.367;0;26.328;0;27.541;0;58.7;7:05.884;10:27:05.884;2:13.367;0:26.328;0:27.541;;Sébastien BUEMI;0:01:50.405;;A;Envision Racing;Jaguar;;false;
16;1;5;1:22.990;0;;27.212;0;26.829;0;28.949;0;132.3;8:28.874;10:28:28.874;0:27.212;0:26.829;0:28.949;;Sébastien BUEMI;;;A;Envision Racing;Jaguar;;false;
16;1;6;1:14.367;2;;25.353;0;23.840;0;25.174;2;147.7;9:43.241;10:29:43.241;0:25.353;0:23.840;0:25.174;;Sébastien BUEMI;;;A;Envision Racing;Jaguar;;false;
16;1;7;1:32.983;0;;29.608;0;27.185;0;36.190;0;118.1;11:16.224;10:31:16.224;0:29.608;0:27.185;0:36.190;;Sébastien BUEMI;;;A;Envision Racing;Jaguar;;false;
16;1;8;1:14.387;0;;25.162;3;23.832;0;25.393;0;147.7;12:30.611;10:32:30.611;0:25.162;0:23.832;0:25.393;;Sébastien BUEMI;;;A;Envision Racing;Jaguar;;false;
17;1;1;1:32.960;0;;38.474;0;26.548;0;27.938;0;110.8;1:32.960;10:21:32.960;0:38.474;0:26.548;0:27.938;;Norman NATO;0:00:12.060;;A;Andretti Formula E;Porsche;;false;
17;1;2;1:14.831;0;;25.282;0;24.109;0;25.440;0;146.8;2:47.791;10:22:47.791;0:25.282;0:24.109;0:25.440;;Norman NATO;;;A;Andretti Formula E;Porsche;;false;
17;1;3;1:33.452;0;;31.721;0;29.487;0;32.244;0;117.5;4:21.243;10:24:21.243;0:31.721;0:29.487;0:32.244;;Norman NATO;;;A;Andretti Formula E;Porsche;;false;
17;1;4;1:14.421;0;;25.276;0;23.803;2;25.342;0;147.6;5:35.664;10:25:35.664;0:25.276;0:23.803;0:25.342;;Norman NATO;;;A;Andretti Formula E;Porsche;;false;
17;1;5;1:17.834;0;B;25.536;0;24.120;0;28.178;0;141.1;6:53.498;10:26:53.498;0:25.536;0:24.120;0:28.178;;Norman NATO;;;A;Andretti Formula E;Porsche;;false;
17;1;6;3:07.410;0;;2:13.559;0;26.308;0;27.543;0;58.6;10:00.908;10:30:00.908;2:13.559;0:26.308;0:27.543;;Norman NATO;0:01:51.152;;A;Andretti Formula E;Porsche;;false;
17;1;7;1:26.515;0;;26.785;0;25.436;0;34.294;0;127.0;11:27.423;10:31:27.423;0:26.785;0:25.436;0:34.294;;Norman NATO;;;A;Andretti Formula E;Porsche;;false;
17;1;8;1:14.300;2;;25.262;2;23.806;0;25.232;2;147.8;12:41.723;10:32:41.723;0:25.262;0:23.806;0:25.232;;Norman NATO;;;A;Andretti Formula E;Porsche;;false;
18;1;1;1:47.420;0;;48.415;0;28.634;0;30.371;0;95.9;1:47.420;10:21:47.420;0:48.415;0:28.634;0:30.371;;Jehan DARUVALA;0:00:18.796;;A;Maserati MSG Racing;STELLANTIS;;false;
18;1;2;1:24.522;0;;30.255;0;26.221;0;28.046;0;129.9;3:11.942;10:23:11.942;0:30.255;0:26.221;0:28.046;;Jehan DARUVALA;;;A;Maserati MSG Racing;STELLANTIS;;false;
18;1;3;1:14.997;0;;25.446;0;23.958;0;25.593;0;146.5;4:26.939;10:24:26.939;0:25.446;0:23.958;0:25.593;;Jehan DARUVALA;;;A;Maserati MSG Racing;STELLANTIS;;false;
18;1;4;1:18.756;0;B;25.305;0;23.989;0;29.462;0;139.5;5:45.695;10:25:45.695;0:25.305;0:23.989;0:29.462;;Jehan DARUVALA;;;A;Maserati MSG Racing;STELLANTIS;;false;
18;1;5;3:07.613;0;;2:14.335;0;26.454;0;26.824;0;58.5;8:53.308;10:28:53.308;2:14.335;0:26.454;0:26.824;;Jehan DARUVALA;0:01:51.861;;A;Maserati MSG Racing;STELLANTIS;;false;
18;1;6;1:14.656;0;;25.343;0;23.918;0;25.395;0;147.1;10:07.964;10:30:07.964;0:25.343;0:23.918;0:25.395;;Jehan DARUVALA;;;A;Maserati MSG Racing;STELLANTIS;;false;
18;1;7;1:31.124;0;;28.903;0;28.916;0;33.305;0;120.5;11:39.088;10:31:39.088;0:28.903;0:28.916;0:33.305;;Jehan DARUVALA;;;A;Maserati MSG Racing;STELLANTIS;;false;
18;1;8;1:14.494;2;;25.296;2;23.854;2;25.344;2;147.4;12:53.582;10:32:53.582;0:25.296;0:23.854;0:25.344;;Jehan DARUVALA;;;A;Maserati MSG Racing;STELLANTIS;;false;
2;1;1;1:42.906;0;;40.669;0;27.856;0;34.381;0;100.1;1:42.906;10:21:42.906;0:40.669;0:27.856;0:34.381;;Stoffel VANDOORNE;0:00:13.708;;A;DS PENSKE;STELLANTIS;;false;
2;1;2;1:19.021;0;;25.265;0;24.371;0;29.385;0;139.0;3:01.927;10:23:01.927;0:25.265;0:24.371;0:29.385;;Stoffel VANDOORNE;;;A;DS PENSKE;STELLANTIS;;false;
2;1;3;1:14.242;3;;25.188;2;23.866;0;25.188;2;147.9;4:16.169;10:24:16.169;0:25.188;0:23.866;0:25.188;;Stoffel VANDOORNE;;;A;DS PENSKE;STELLANTIS;;false;
2;1;4;1:17.851;0;B;25.534;0;24.018;0;28.299;0;141.1;5:34.020;10:25:34.020;0:25.534;0:24.018;0:28.299;;Stoffel VANDOORNE;;;A;DS PENSKE;STELLANTIS;;false;
2;1;5;4:24.241;0;;3:29.004;0;26.962;0;28.275;0;41.6;9:58.261;10:29:58.261;3:29.004;0:26.962;0:28.275;;Stoffel VANDOORNE;0:03:06.533;;A;DS PENSKE;STELLANTIS;;false;
2;1;6;1:25.326;0;;25.292;0;25.321;0;34.713;0;128.7;11:23.587;10:31:23.587;0:25.292;0:25.321;0:34.713;;Stoffel VANDOORNE;;;A;DS PENSKE;STELLANTIS;;false;
2;1;7;1:14.270;0;;25.212;0;23.859;2;25.199;0;147.9;12:37.857;10:32:37.857;0:25.212;0:23.859;0:25.199;;Stoffel VANDOORNE;;;A;DS PENSKE;STELLANTIS;;false;
22;1;1;1:51.317;0;;54.604;0;26.846;0;29.867;0;92.5;1:51.317;10:21:51.317;0:54.604;0:26.846;0:29.867;;Oliver ROWLAND;0:00:26.363;;A;Nissan Formula E Team;Nissan;;false;
22;1;2;1:14.469;0;;25.267;0;23.874;0;25.328;0;147.5;3:05.786;10:23:05.786;0:25.267;0:23.874;0:25.328;;Oliver ROWLAND;;;A;Nissan Formula E Team;Nissan;;false;
22;1;3;1:44.482;0;;30.552;0;40.633;0;33.297;0;105.1;4:50.268;10:24:50.268;0:30.552;0:40.633;0:33.297;;Oliver ROWLAND;;;A;Nissan Formula E Team;Nissan;;false;
22;1;4;1:14.360;0;;25.220;2;23.843;0;25.297;0;147.7;6:04.628;10:26:04.628;0:25.220;0:23.843;0:25.297;;Oliver ROWLAND;;;A;Nissan Formula E Team;Nissan;;false;
22;1;5;1:16.634;0;B;25.625;0;23.931;0;27.078;0;143.3;7:21.262;10:27:21.262;0:25.625;0:23.931;0:27.078;;Oliver ROWLAND;;;A;Nissan Formula E Team;Nissan;;false;
