TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;RAIN;
1715519069;12/05/2024 13:04:29;21;33,5;35,2;1016,08;2,1;54;-999;
1715519129;12/05/2024 13:05:29;20,88;33,5;35,28;1016,04;0,31;64;-999;
1715519189;12/05/2024 13:06:29;20,88;33,5;35,47;1015,99;0,92;21;-999;
1715519249;12/05/2024 13:07:29;20,96;33,6;35,74;1015,99;2,22;62;-999;
1715519309;12/05/2024 13:08:29;21,2;33,7;35,77;1015,97;2,62;70;-999;
1715519369;12/05/2024 13:09:29;21,29;33,7;35,47;1015,98;2,9;76;-999;
1715519429;12/05/2024 13:10:29;21,41;33,8;35,97;1016,01;3,17;73;-999;
1715519489;12/05/2024 13:11:29;21,43;33,8;35,62;1016,03;2,4;72;-999;
1715519549;12/05/2024 13:12:29;21,33;33,9;35,32;1016,02;1,37;88;-999;
1715519610;12/05/2024 13:13:30;21,38;33,9;35,18;1016,01;3,07;68;-999;
1715519670;12/05/2024 13:14:30;21,26;34;35,14;1015,96;1,35;151;-999;
1715519730;12/05/2024 13:15:30;21,29;34;34,65;1015,91;1,01;155;-999;
1715519790;12/05/2024 13:16:30;21,34;34,1;34,91;1015,94;2,02;42;-999;
1715519850;12/05/2024 13:17:30;21,47;34,1;34,41;1015,95;2,17;19;-999;
1715519910;12/05/2024 13:18:30;21,37;34,2;34,28;1015,95;1,29;77;-999;
1715519970;12/05/2024 13:19:30;21,36;34,3;34,43;1015,92;1,79;73;-999;
1715520030;12/05/2024 13:20:30;21,31;34,4;34,51;1015,94;0,89;21;-999;
1715520090;12/05/2024 13:21:30;21,44;34,4;34,28;1015,89;1,15;320;-999;
1715520150;12/05/2024 13:22:30;21,48;34,5;34,21;1015,87;0,44;243;-999;
1715520210;12/05/2024 13:23:30;21,58;34,5;34,59;1015,89;3,2;89;-999;
1715520270;12/05/2024 13:24:30;21,54;34,6;34,64;1015,89;1,81;181;-999;
1715520330;12/05/2024 13:25:30;21,44;34,6;34,17;1015,86;1,66;97;-999;
1715520390;12/05/2024 13:26:30;21,29;34,7;34,52;1015,82;1,77;90;-999;
1715520450;12/05/2024 13:27:30;21,27;34,8;34,54;1015,81;0,72;68;-999;
1715520510;12/05/2024 13:28:30;21,41;34,9;34,64;1015,78;2,59;51;-999;
1715520570;12/05/2024 13:29:30;21,34;34,9;34,88;1015,79;2,48;55;-999;
1715520630;12/05/2024 13:30:30;21,25;34,9;35,49;1015,8;4,23;62;-999;
1715520690;12/05/2024 13:31:30;21,2;34,9;36,03;1015,75;3,15;88;-999;
1715520750;12/05/2024 13:32:30;21,14;34,9;37;1015,74;4,06;72;-999;
1715520810;12/05/2024 13:33:30;21,29;34,9;36,01;1015,73;0,9;108;-999;
1715520870;12/05/2024 13:34:30;21,26;35;36,68;1015,71;2,57;85;-999;
1715520930;12/05/2024 13:35:30;21,29;35,1;35,76;1015,66;1,28;94;-999;
1715520990;12/05/2024 13:36:30;21,29;35,2;35,96;1015,67;3,77;83;-999;
1715521051;12/05/2024 13:37:31;21,36;35,2;35,69;1015,71;1,68;88;-999;
1715521111;12/05/2024 13:38:31;21,41;35,3;35,23;1015,66;2,15;91;-999;
1715521171;12/05/2024 13:39:31;21,45;35,3;35,88;1015,65;0,63;356;-999;
1715521231;12/05/2024 13:40:31;21,6;35,3;36,95;1015,65;2,64;100;-999;
1715521291;12/05/2024 13:41:31;21,74;35,4;37,14;1015,64;1,73;160;-999;
1715521351;12/05/2024 13:42:31;21,92;35,5;35,14;1015,53;2,17;135;-999;
1715521411;12/05/2024 13:43:31;21,93;35,5;34,98;1015,6;1,23;40;-999;
1715521471;12/05/2024 13:44:31;21,91;35,6;34,98;1015,61;4,17;83;-999;
1715521531;12/05/2024 13:45:31;21,82;35,6;34,71;1015,59;2,15;78;-999;
1715521591;12/05/2024 13:46:31;21,71;35,6;34,63;1015,59;2,49;51;-999;
1715521651;12/05/2024 13:47:31;21,62;35,7;35,28;1015,57;1,55;93;-999;
1715521711;12/05/2024 13:48:31;21,62;35,7;35,33;1015,57;0,65;121;-999;
1715521771;12/05/2024 13:49:31;21,84;35,7;34,82;1015,53;2,45;93;-999;
1715521831;12/05/2024 13:50:31;21,88;35,8;33,06;1015,53;0,87;93;-999;
1715521891;12/05/2024 13:51:31;21,85;35,9;33,83;1015,54;0,88;98;-999;
