Pos;Participant;Points;DRIVER_NAME;DRIVER_LASTNAME;NAT;TEAM;NUMBER;SHORTNAME;R01 MEX_Race_Points;R01 MEX_Race_PolePoints;R01 MEX_Race_FastestLapPoints;R01 MEX_Race_Extra 1;R01 MEX_Race_Extra 2;R01 MEX_Race_TotalExtraPoints;R01 MEX_Race_Status;R01 MEX_Race_ExtraParticipationPoints;R01 MEX_Race_ExtraParticipationPointsAreInvalid;R01 MEX_Race_ExtraNotStartedPoints;R01 MEX_Race_ExtraNotStartedPointsAreInvalid;R01 MEX_Race_ExtraNotClassifiedPoints;R01 MEX_Race_ExtraNotClassifiedPointsAreInvalid;R02 DRH_Race_Points;R02 DRH_Race_PolePoints;R02 DRH_Race_FastestLapPoints;R02 DRH_Race_Extra 1;R02 DRH_Race_Extra 2;R02 DRH_Race_TotalExtraPoints;R02 DRH_Race_Status;R02 DRH_Race_ExtraParticipationPoints;R02 DRH_Race_ExtraParticipationPointsAreInvalid;R02 DRH_Race_ExtraNotStartedPoints;R02 DRH_Race_ExtraNotStartedPointsAreInvalid;R02 DRH_Race_ExtraNotClassifiedPoints;R02 DRH_Race_ExtraNotClassifiedPointsAreInvalid;R03 DRH_Race_Points;R03 DRH_Race_PolePoints;R03 DRH_Race_FastestLapPoints;R03 DRH_Race_Extra 1;R03 DRH_Race_Extra 2;R03 DRH_Race_TotalExtraPoints;R03 DRH_Race_Status;R03 DRH_Race_ExtraParticipationPoints;R03 DRH_Race_ExtraParticipationPointsAreInvalid;R03 DRH_Race_ExtraNotStartedPoints;R03 DRH_Race_ExtraNotStartedPointsAreInvalid;R03 DRH_Race_ExtraNotClassifiedPoints;R03 DRH_Race_ExtraNotClassifiedPointsAreInvalid;R04 SAO_Race_Points;R04 SAO_Race_PolePoints;R04 SAO_Race_FastestLapPoints;R04 SAO_Race_Extra 1;R04 SAO_Race_Extra 2;R04 SAO_Race_TotalExtraPoints;R04 SAO_Race_Status;R04 SAO_Race_ExtraParticipationPoints;R04 SAO_Race_ExtraParticipationPointsAreInvalid;R04 SAO_Race_ExtraNotStartedPoints;R04 SAO_Race_ExtraNotStartedPointsAreInvalid;R04 SAO_Race_ExtraNotClassifiedPoints;R04 SAO_Race_ExtraNotClassifiedPointsAreInvalid;R05 TKO_Race_Points;R05 TKO_Race_PolePoints;R05 TKO_Race_FastestLapPoints;R05 TKO_Race_Extra 1;R05 TKO_Race_Extra 2;R05 TKO_Race_TotalExtraPoints;R05 TKO_Race_Status;R05 TKO_Race_ExtraParticipationPoints;R05 TKO_Race_ExtraParticipationPointsAreInvalid;R05 TKO_Race_ExtraNotStartedPoints;R05 TKO_Race_ExtraNotStartedPointsAreInvalid;R05 TKO_Race_ExtraNotClassifiedPoints;R05 TKO_Race_ExtraNotClassifiedPointsAreInvalid;R06 ITA_Race_Points;R06 ITA_Race_PolePoints;R06 ITA_Race_FastestLapPoints;R06 ITA_Race_Extra 1;R06 ITA_Race_Extra 2;R06 ITA_Race_TotalExtraPoints;R06 ITA_Race_Status;R06 ITA_Race_ExtraParticipationPoints;R06 ITA_Race_ExtraParticipationPointsAreInvalid;R06 ITA_Race_ExtraNotStartedPoints;R06 ITA_Race_ExtraNotStartedPointsAreInvalid;R06 ITA_Race_ExtraNotClassifiedPoints;R06 ITA_Race_ExtraNotClassifiedPointsAreInvalid;R07 ITA_Race_Points;R07 ITA_Race_PolePoints;R07 ITA_Race_FastestLapPoints;R07 ITA_Race_Extra 1;R07 ITA_Race_Extra 2;R07 ITA_Race_TotalExtraPoints;R07 ITA_Race_Status;R07 ITA_Race_ExtraParticipationPoints;R07 ITA_Race_ExtraParticipationPointsAreInvalid;R07 ITA_Race_ExtraNotStartedPoints;R07 ITA_Race_ExtraNotStartedPointsAreInvalid;R07 ITA_Race_ExtraNotClassifiedPoints;R07 ITA_Race_ExtraNotClassifiedPointsAreInvalid;R08 MCO_Race_Points;R08 MCO_Race_PolePoints;R08 MCO_Race_FastestLapPoints;R08 MCO_Race_Extra 1;R08 MCO_Race_Extra 2;R08 MCO_Race_TotalExtraPoints;R08 MCO_Race_Status;R08 MCO_Race_ExtraParticipationPoints;R08 MCO_Race_ExtraParticipationPointsAreInvalid;R08 MCO_Race_ExtraNotStartedPoints;R08 MCO_Race_ExtraNotStartedPointsAreInvalid;R08 MCO_Race_ExtraNotClassifiedPoints;R08 MCO_Race_ExtraNotClassifiedPointsAreInvalid;R9 BER_Race_Points;R9 BER_Race_PolePoints;R9 BER_Race_FastestLapPoints;R9 BER_Race_Extra 1;R9 BER_Race_Extra 2;R9 BER_Race_TotalExtraPoints;R9 BER_Race_Status;R9 BER_Race_ExtraParticipationPoints;R9 BER_Race_ExtraParticipationPointsAreInvalid;R9 BER_Race_ExtraNotStartedPoints;R9 BER_Race_ExtraNotStartedPointsAreInvalid;R9 BER_Race_ExtraNotClassifiedPoints;R9 BER_Race_ExtraNotClassifiedPointsAreInvalid;R10 BER_Race_Points;R10 BER_Race_PolePoints;R10 BER_Race_FastestLapPoints;R10 BER_Race_Extra 1;R10 BER_Race_Extra 2;R10 BER_Race_TotalExtraPoints;R10 BER_Race_Status;R10 BER_Race_ExtraParticipationPoints;R10 BER_Race_ExtraParticipationPointsAreInvalid;R10 BER_Race_ExtraNotStartedPoints;R10 BER_Race_ExtraNotStartedPointsAreInvalid;R10 BER_Race_ExtraNotClassifiedPoints;R10 BER_Race_ExtraNotClassifiedPointsAreInvalid;R11 SHA_Race_Points;R11 SHA_Race_PolePoints;R11 SHA_Race_FastestLapPoints;R11 SHA_Race_Extra 1;R11 SHA_Race_Extra 2;R11 SHA_Race_TotalExtraPoints;R11 SHA_Race_Status;R11 SHA_Race_ExtraParticipationPoints;R11 SHA_Race_ExtraParticipationPointsAreInvalid;R11 SHA_Race_ExtraNotStartedPoints;R11 SHA_Race_ExtraNotStartedPointsAreInvalid;R11 SHA_Race_ExtraNotClassifiedPoints;R11 SHA_Race_ExtraNotClassifiedPointsAreInvalid;R12 SHA_Race_Points;R12 SHA_Race_PolePoints;R12 SHA_Race_FastestLapPoints;R12 SHA_Race_Extra 1;R12 SHA_Race_Extra 2;R12 SHA_Race_TotalExtraPoints;R12 SHA_Race_Status;R12 SHA_Race_ExtraParticipationPoints;R12 SHA_Race_ExtraParticipationPointsAreInvalid;R12 SHA_Race_ExtraNotStartedPoints;R12 SHA_Race_ExtraNotStartedPointsAreInvalid;R12 SHA_Race_ExtraNotClassifiedPoints;R12 SHA_Race_ExtraNotClassifiedPointsAreInvalid;R13 POR_Race_Points;R13 POR_Race_PolePoints;R13 POR_Race_FastestLapPoints;R13 POR_Race_Extra 1;R13 POR_Race_Extra 2;R13 POR_Race_TotalExtraPoints;R13 POR_Race_Status;R13 POR_Race_ExtraParticipationPoints;R13 POR_Race_ExtraParticipationPointsAreInvalid;R13 POR_Race_ExtraNotStartedPoints;R13 POR_Race_ExtraNotStartedPointsAreInvalid;R13 POR_Race_ExtraNotClassifiedPoints;R13 POR_Race_ExtraNotClassifiedPointsAreInvalid;R14 POR_Race_Points;R14 POR_Race_PolePoints;R14 POR_Race_FastestLapPoints;R14 POR_Race_Extra 1;R14 POR_Race_Extra 2;R14 POR_Race_TotalExtraPoints;R14 POR_Race_Status;R14 POR_Race_ExtraParticipationPoints;R14 POR_Race_ExtraParticipationPointsAreInvalid;R14 POR_Race_ExtraNotStartedPoints;R14 POR_Race_ExtraNotStartedPointsAreInvalid;R14 POR_Race_ExtraNotClassifiedPoints;R14 POR_Race_ExtraNotClassifiedPointsAreInvalid;R15 LDN_Race_Points;R15 LDN_Race_PolePoints;R15 LDN_Race_FastestLapPoints;R15 LDN_Race_Extra 1;R15 LDN_Race_Extra 2;R15 LDN_Race_TotalExtraPoints;R15 LDN_Race_Status;R15 LDN_Race_ExtraParticipationPoints;R15 LDN_Race_ExtraParticipationPointsAreInvalid;R15 LDN_Race_ExtraNotStartedPoints;R15 LDN_Race_ExtraNotStartedPointsAreInvalid;R15 LDN_Race_ExtraNotClassifiedPoints;R15 LDN_Race_ExtraNotClassifiedPointsAreInvalid;R16 LDN_Race_Points;R16 LDN_Race_PolePoints;R16 LDN_Race_FastestLapPoints;R16 LDN_Race_Extra 1;R16 LDN_Race_Extra 2;R16 LDN_Race_TotalExtraPoints;R16 LDN_Race_Status;R16 LDN_Race_ExtraParticipationPoints;R16 LDN_Race_ExtraParticipationPointsAreInvalid;R16 LDN_Race_ExtraNotStartedPoints;R16 LDN_Race_ExtraNotStartedPointsAreInvalid;R16 LDN_Race_ExtraNotClassifiedPoints;R16 LDN_Race_ExtraNotClassifiedPointsAreInvalid;
11;Sébastien BUEMI;53;Sébastien;BUEMI;CHE;Envision Racing;16;BUE;18;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;1;0;1;0;0;1;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;NC;0;0;0;0;0;NC;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;4;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;2;0;0;0;0;0;;0;0;0;0;0;0;15;0;0;0;0;0;;0;0;0;0;0;0;12;0;0;0;0;0;;0;0;0;0;0;0;
12;Nico MÜLLER;52;Nico;MÜLLER;CHE;ABT CUPRA FORMULA E TEAM;51;MUE;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;NC;0;0;0;0;0;NC;0;0;0;0;0;0;6;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;12;0;0;0;0;0;;0;0;0;0;0;0;NC;0;0;0;0;0;NC;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;10;0;0;0;0;0;;0;0;0;0;0;0;8;0;0;0;0;0;;0;0;0;0;0;0;8;0;0;0;0;0;;0;0;0;0;0;0;8;0;0;0;0;0;;0;0;0;0;0;0;
13;Sam BIRD;48;Sam;BIRD;GBR;NEOM McLaren Formula E Team;8;BIR;0;0;0;0;0;0;;0;0;0;0;0;0;12;0;0;0;0;0;;0;0;0;0;0;0;NC;0;0;0;0;0;NC;0;0;0;0;0;0;25;0;0;0;0;0;;0;0;0;0;0;0;NC;0;0;0;0;0;NC;0;0;0;0;0;0;NC;0;0;0;0;0;NC;0;0;0;0;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;NC;0;0;0;0;0;NC;0;0;0;0;0;0;6;0;0;0;0;0;;0;0;0;0;0;0;NC;0;0;0;0;0;NC;0;0;0;0;0;0;4;0;0;0;0;0;;0;0;0;0;0;0;NC;0;0;0;0;0;NC;0;0;0;0;0;0;
14;Jake HUGHES;48;Jake;HUGHES;GBR;NEOM McLaren Formula E Team;5;HUG;6;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;12;0;0;0;0;0;;0;0;0;0;0;0;NC;0;0;0;0;0;NC;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;4;3;0;0;0;3;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;18;3;0;0;0;3;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;NC;0;0;0;0;0;NC;0;0;0;0;0;0;NC;0;0;0;0;0;NC;0;0;0;0;0;0;1;0;1;0;0;1;;0;0;0;0;0;0;
15;Norman NATO;47;Norman;NATO;FRA;Andretti Formula E;17;NAT;1;0;0;0;0;0;;0;0;0;0;0;0;8;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;8;0;0;0;0;0;;0;0;0;0;0;0;6;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;15;0;1;0;0;1;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;6;0;0;0;0;0;;0;0;0;0;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;
16;Edoardo MORTARA;29;Edoardo;MORTARA;CHE;MAHINDRA RACING;48;MOR;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;DSQ;0;0;0;0;0;DSQ;0;0;0;0;0;0;NC;0;0;0;0;0;NC;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;NC;0;0;0;0;0;NC;0;0;0;0;0;0;4;3;0;0;0;3;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;NC;0;0;0;0;0;NC;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;12;0;0;0;0;0;;0;0;0;0;0;0;NC;0;0;0;0;0;NC;0;0;0;0;0;0;10;0;0;0;0;0;;0;0;0;0;0;0;NC;0;0;0;0;0;NC;0;0;0;0;0;0;
17;Sacha FENESTRAZ;26;Sacha;FENESTRAZ;FRA;Nissan Formula E Team;23;FEN;0;0;0;0;0;0;;0;0;0;0;0;0;NC;0;0;0;0;0;NC;0;0;0;0;0;0;8;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;2;0;0;0;0;0;;0;0;0;0;0;0;10;0;0;0;0;0;;0;0;0;0;0;0;4;0;0;0;0;0;;0;0;0;0;0;0;2;0;0;0;0;0;;0;0;0;0;0;0;NC;0;0;0;0;0;NC;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;
18;Nyck DE VRIES;18;Nyck;DE VRIES;NLD;MAHINDRA RACING;21;DEV;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;NC;0;0;0;0;0;NC;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;6;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;NC;0;0;0;0;0;NC;0;0;0;0;0;0;12;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;
19;Dan TICKTUM;12;Dan;TICKTUM;GBR;ERT Formula E Team;33;TIC;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;NC;0;0;0;0;0;NC;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;12;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;
20;Sérgio SETTE CÂMARA;11;Sérgio;SETTE CÂMARA;BRA;ERT Formula E Team;3;SET;NS;0;0;0;0;0;NS;0;0;0;0;0;0;2;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;DSQ;0;0;0;0;0;DSQ;0;0;0;0;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;8;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;
21;Jehan DARUVALA;8;Jehan;DARUVALA;IND;Maserati MSG Racing;18;DAR;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;NC;0;0;0;0;0;NC;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;NC;0;0;0;0;0;NC;0;0;0;0;0;0;2;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;6;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;NC;0;0;0;0;0;NC;0;0;0;0;0;0;
22;Taylor BARNARD;5;Taylor;BARNARD;GBR;NEOM McLaren Formula E Team;1008;BAR;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;4;0;0;0;0;0;;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;
23;Lucas DI GRASSI;4;Lucas;DI GRASSI;BRA;ABT CUPRA FORMULA E TEAM;11;DIG;NC;0;0;0;0;0;NC;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;NC;0;0;0;0;0;NC;0;0;0;0;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;2;0;0;0;0;0;;0;0;0;0;0;0;
24;Joel ERIKSSON;2;Joel;ERIKSSON;SWE;Envision Racing;1004;ERI;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;2;0;0;0;0;0;;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;
25;Kelvin VAN DER LINDE;0;Kelvin;VAN DER LINDE;ZAF;ABT CUPRA FORMULA E TEAM;1051;VDL;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;
26;Jordan KING;0;Jordan;KING;GBR;MAHINDRA RACING;1021;KIN;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;
27;Paul ARON;0;Paul;ARON;EST;Envision Racing;1016;ARO;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;
28;Caio COLLET;0;Caio;COLLET;BRA;Nissan Formula E Team;1022;COL;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;DNR;0;0;0;0;0;DNR;0;0;0;0;0;0;
