NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;POWER;FANBOOST;
11;1;1;2:42.274;0;;1:44.094;0;26.616;0;31.564;0;76.1;2:42.274;10:22:42.274;1:44.094;0:26.616;0:31.564;;Lucas DI GRASSI;0:01:08.258;;A;ABT CUPRA FORMULA E TEAM;Mahindra Racing;;false;
11;1;2;1:27.832;0;;29.805;0;24.721;0;33.306;0;138.6;4:10.106;10:24:10.106;0:29.805;0:24.721;0:33.306;;Lucas DI GRASSI;;;A;ABT CUPRA FORMULA E TEAM;Mahindra Racing;;false;
11;1;3;1:18.832;0;;27.893;0;22.649;0;28.290;0;154.4;5:28.938;10:25:28.938;0:27.893;0:22.649;0:28.290;;Lucas DI GRASSI;;;A;ABT CUPRA FORMULA E TEAM;Mahindra Racing;;false;
11;1;4;2:38.274;0;B;27.887;0;22.720;0;1:47.667;0;76.9;8:07.212;10:28:07.212;0:27.887;0:22.720;1:47.667;;Lucas DI GRASSI;;;A;ABT CUPRA FORMULA E TEAM;Mahindra Racing;;false;
11;1;5;1:58.996;0;;1:02.224;0;25.767;0;31.005;0;102.3;10:06.208;10:30:06.208;1:02.224;0:25.767;0:31.005;;Lucas DI GRASSI;0:01:45.509;;A;ABT CUPRA FORMULA E TEAM;Mahindra Racing;;false;
11;1;6;1:43.489;0;;29.708;0;24.307;0;49.474;0;117.6;11:49.697;10:31:49.697;0:29.708;0:24.307;0:49.474;;Lucas DI GRASSI;;;A;ABT CUPRA FORMULA E TEAM;Mahindra Racing;;false;
11;1;7;1:18.083;2;;27.662;2;22.241;2;28.180;2;155.9;13:07.780;10:33:07.780;0:27.662;0:22.241;0:28.180;;Lucas DI GRASSI;;;A;ABT CUPRA FORMULA E TEAM;Mahindra Racing;;false;
13;1;1;2:27.527;0;;1:19.636;0;25.965;0;41.926;0;83.7;2:27.527;10:22:27.527;1:19.636;0:25.965;0:41.926;;António Félix DA COSTA;0:00:44.328;;A;TAG Heuer Porsche Formula E Team;Porsche;;false;
13;1;2;1:18.801;0;;27.943;0;22.488;0;28.370;0;154.5;3:46.328;10:23:46.328;0:27.943;0:22.488;0:28.370;;António Félix DA COSTA;;;A;TAG Heuer Porsche Formula E Team;Porsche;;false;
13;1;3;1:37.544;0;B;29.554;0;24.095;0;43.895;0;124.8;5:23.872;10:25:23.872;0:29.554;0:24.095;0:43.895;;António Félix DA COSTA;;;A;TAG Heuer Porsche Formula E Team;Porsche;;false;
13;1;4;3:02.923;0;;2:06.443;0;25.783;0;30.697;0;66.6;8:26.795;10:28:26.795;2:06.443;0:25.783;0:30.697;;António Félix DA COSTA;0:01:46.803;;A;TAG Heuer Porsche Formula E Team;Porsche;;false;
13;1;5;1:18.454;2;;27.671;2;22.678;0;28.105;2;155.2;9:45.249;10:29:45.249;0:27.671;0:22.678;0:28.105;;António Félix DA COSTA;;;A;TAG Heuer Porsche Formula E Team;Porsche;;false;
13;1;6;1:55.638;0;;45.001;0;27.587;0;43.050;0;105.3;11:40.887;10:31:40.887;0:45.001;0:27.587;0:43.050;;António Félix DA COSTA;;;A;TAG Heuer Porsche Formula E Team;Porsche;;false;
13;1;7;1:18.035;0;;27.681;0;22.318;2;28.036;0;156.0;12:58.922;10:32:58.922;0:27.681;0:22.318;0:28.036;;António Félix DA COSTA;;;A;TAG Heuer Porsche Formula E Team;Porsche;;false;
17;1;1;2:04.020;0;;1:03.580;0;27.358;0;33.082;0;99.6;2:04.020;10:22:04.020;1:03.580;0:27.358;0:33.082;;Norman NATO;0:00:27.869;;A;Andretti Formula E;Porsche;;false;
17;1;2;1:18.854;0;;27.992;0;22.435;0;28.427;0;154.4;3:22.874;10:23:22.874;0:27.992;0:22.435;0:28.427;;Norman NATO;;;A;Andretti Formula E;Porsche;;false;
17;1;3;1:38.669;0;B;29.593;0;23.562;0;45.514;0;123.4;5:01.543;10:25:01.543;0:29.593;0:23.562;0:45.514;;Norman NATO;;;A;Andretti Formula E;Porsche;;false;
17;1;4;3:29.522;0;;2:31.750;0;26.911;0;30.861;0;58.1;8:31.065;10:28:31.065;2:31.750;0:26.911;0:30.861;;Norman NATO;0:02:12.122;;A;Andretti Formula E;Porsche;;false;
17;1;5;1:18.209;0;;27.664;0;22.306;2;28.239;0;155.7;9:49.274;10:29:49.274;0:27.664;0:22.306;0:28.239;;Norman NATO;;;A;Andretti Formula E;Porsche;;false;
17;1;6;1:47.926;0;;38.124;0;28.104;0;41.698;0;112.8;11:37.200;10:31:37.200;0:38.124;0:28.104;0:41.698;;Norman NATO;;;A;Andretti Formula E;Porsche;;false;
17;1;7;1:18.107;2;;27.624;2;22.313;0;28.170;2;155.9;12:55.307;10:32:55.307;0:27.624;0:22.313;0:28.170;;Norman NATO;;;A;Andretti Formula E;Porsche;;false;
21;1;1;2:24.126;0;;1:17.552;0;25.826;0;40.748;0;85.7;2:24.126;10:22:24.126;1:17.552;0:25.826;0:40.748;;Nyck DE VRIES;0:00:42.266;;A;MAHINDRA RACING;Mahindra Racing;;false;
21;1;2;1:19.045;0;;28.017;0;22.674;0;28.354;0;154.0;3:43.171;10:23:43.171;0:28.017;0:22.674;0:28.354;;Nyck DE VRIES;;;A;MAHINDRA RACING;Mahindra Racing;;false;
